(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(236717, 85, 4);5;ה;77;(1, 1, 2, 49, 77);21;(1, 1, 2, 14, 21);המים;1;14;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(236717, 85, 4);200;ר;162;(1, 1, 5, 14, 162);42;(1, 1, 5, 3, 42);לאור;4;3;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(236717, 85, 4);30;ל;247;(1, 1, 7, 6, 247);65;(1, 1, 7, 2, 65);אלהים;2;2;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(236717, 85, 4);2;ב;332;(1, 1, 8, 26, 332);86;(1, 1, 8, 6, 86);ערב;3;6;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(236717, 85, 4);30;ל;417;(1, 1, 10, 20, 417);108;(1, 1, 10, 5, 108);ולמקוה;2;5;ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(236717, 85, 4);2;ב;502;(1, 1, 11, 56, 502);131;(1, 1, 11, 16, 131);בו;1;16;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(236717, 85, 4);70;ע;587;(1, 1, 13, 5, 587);155;(1, 1, 13, 2, 155);ערב;1;2;ויהי ערב ויהי בקר יום שלישי
(236717, 85, 4);10;י;672;(1, 1, 14, 68, 672);174;(1, 1, 14, 15, 174);ולימים;3;15;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(236717, 85, 4);300;ש;757;(1, 1, 16, 40, 757);194;(1, 1, 16, 10, 194);לממשלת;4;10;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(236717, 85, 4);10;י;842;(1, 1, 18, 13, 842);213;(1, 1, 18, 3, 213);ובלילה;4;3;ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי טוב
(236717, 85, 4);300;ש;927;(1, 1, 20, 25, 927);234;(1, 1, 20, 6, 234);נפש;3;6;ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף על הארץ על פני רקיע השמים
(236717, 85, 4);30;ל;1012;(1, 1, 21, 53, 1012);257;(1, 1, 21, 14, 257);למינהם;1;14;ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב
(236717, 85, 4);2;ב;1097;(1, 1, 22, 49, 1097);279;(1, 1, 22, 13, 279);בארץ;1;13;ויברך אתם אלהים לאמר פרו ורבו ומלאו את המים בימים והעוף ירב בארץ
(236717, 85, 4);300;ש;1182;(1, 1, 25, 4, 1182);300;(1, 1, 25, 1, 300);ויעש;4;1;ויעש אלהים את חית הארץ למינה ואת הבהמה למינה ואת כל רמש האדמה למינהו וירא אלהים כי טוב
(236717, 85, 4);30;ל;1267;(1, 1, 26, 20, 1267);322;(1, 1, 26, 5, 322);בצלמנו;3;5;ויאמר אלהים נעשה אדם בצלמנו כדמותנו וירדו בדגת הים ובעוף השמים ובבהמה ובכל הארץ ובכל הרמש הרמש על הארץ
