(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(248575, 56, 4);300;ש;47;(1, 1, 2, 19, 47);12;(1, 1, 2, 5, 12);וחשך;3;5;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(248575, 56, 4);200;ר;103;(1, 1, 3, 23, 103);27;(1, 1, 3, 6, 27);אור;3;6;ויאמר אלהים יהי אור ויהי אור
(248575, 56, 4);30;ל;159;(1, 1, 5, 11, 159);42;(1, 1, 5, 3, 42);לאור;1;3;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(248575, 56, 4);2;ב;215;(1, 1, 6, 18, 215);57;(1, 1, 6, 5, 57);בתוך;1;5;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(248575, 56, 4);300;ש;271;(1, 1, 7, 30, 271);71;(1, 1, 7, 8, 71);אשר;2;8;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(248575, 56, 4);10;י;327;(1, 1, 8, 21, 327);85;(1, 1, 8, 5, 85);ויהי;2;5;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(248575, 56, 4);400;ת;383;(1, 1, 9, 38, 383);100;(1, 1, 9, 10, 100);ותראה;2;10;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(248575, 56, 4);5;ה;439;(1, 1, 10, 42, 439);113;(1, 1, 10, 10, 113);אלהים;3;10;ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(248575, 56, 4);1;א;495;(1, 1, 11, 49, 495);129;(1, 1, 11, 14, 129);אשר;1;14;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(248575, 56, 4);80;פ;551;(1, 1, 12, 36, 551);145;(1, 1, 12, 10, 145);פרי;1;10;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
