(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(191967, 56, 4);5;ה;55;(1, 1, 2, 27, 55);15;(1, 1, 2, 8, 15);תהום;2;8;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(191967, 56, 4);10;י;111;(1, 1, 4, 8, 111);29;(1, 1, 4, 2, 29);אלהים;4;2;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(191967, 56, 4);30;ל;167;(1, 1, 5, 19, 167);44;(1, 1, 5, 5, 44);ולחשך;2;5;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(191967, 56, 4);6;ו;223;(1, 1, 6, 26, 223);59;(1, 1, 6, 7, 59);ויהי;1;7;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(191967, 56, 4);100;ק;279;(1, 1, 7, 38, 279);73;(1, 1, 7, 10, 73);לרקיע;3;10;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(191967, 56, 4);5;ה;335;(1, 1, 8, 29, 335);87;(1, 1, 8, 7, 87);ויהי;3;7;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(191967, 56, 4);5;ה;391;(1, 1, 9, 46, 391);101;(1, 1, 9, 11, 101);היבשה;5;11;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(191967, 56, 4);6;ו;447;(1, 1, 11, 1, 447);116;(1, 1, 11, 1, 116);ויאמר;1;1;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(191967, 56, 4);6;ו;503;(1, 1, 11, 57, 503);131;(1, 1, 11, 16, 131);בו;2;16;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(191967, 56, 4);70;ע;559;(1, 1, 12, 44, 559);147;(1, 1, 12, 12, 147);זרעו;3;12;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(191967, 56, 4);10;י;615;(1, 1, 14, 11, 615);162;(1, 1, 14, 3, 162);יהי;1;3;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(191967, 56, 4);30;ל;671;(1, 1, 14, 67, 671);174;(1, 1, 14, 15, 174);ולימים;2;15;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(191967, 56, 4);1;א;727;(1, 1, 16, 10, 727);187;(1, 1, 16, 3, 187);את;1;3;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(191967, 56, 4);30;ל;783;(1, 1, 16, 66, 783);200;(1, 1, 16, 16, 200);הלילה;2;16;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(191967, 56, 4);6;ו;839;(1, 1, 18, 10, 839);213;(1, 1, 18, 3, 213);ובלילה;1;3;ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי טוב
(191967, 56, 4);10;י;895;(1, 1, 19, 15, 895);227;(1, 1, 19, 5, 227);יום;1;5;ויהי ערב ויהי בקר יום רביעי
(191967, 56, 4);200;ר;951;(1, 1, 20, 49, 951);242;(1, 1, 20, 14, 242);רקיע;1;14;ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף על הארץ על פני רקיע השמים
