(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(48037, 95, 4);1;א;62;(1, 1, 2, 34, 62);17;(1, 1, 2, 10, 17);אלהים;1;10;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(48037, 95, 4);10;י;157;(1, 1, 5, 9, 157);41;(1, 1, 5, 2, 41);אלהים;4;2;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(48037, 95, 4);400;ת;252;(1, 1, 7, 11, 252);66;(1, 1, 7, 3, 66);את;2;3;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(48037, 95, 4);10;י;347;(1, 1, 9, 2, 347);91;(1, 1, 9, 1, 91);ויאמר;2;1;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(48037, 95, 4);20;כ;442;(1, 1, 10, 45, 442);114;(1, 1, 10, 11, 114);כי;1;11;ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(48037, 95, 4);200;ר;537;(1, 1, 12, 22, 537);141;(1, 1, 12, 6, 141);זרע;2;6;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(48037, 95, 4);30;ל;632;(1, 1, 14, 28, 632);166;(1, 1, 14, 7, 166);להבדיל;1;7;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(48037, 95, 4);1;א;727;(1, 1, 16, 10, 727);187;(1, 1, 16, 3, 187);את;1;3;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(48037, 95, 4);10;י;822;(1, 1, 17, 26, 822);208;(1, 1, 17, 6, 208);להאיר;4;6;ויתן אתם אלהים ברקיע השמים להאיר על הארץ
(48037, 95, 4);6;ו;917;(1, 1, 20, 15, 917);231;(1, 1, 20, 3, 231);ישרצו;5;3;ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף על הארץ על פני רקיע השמים
