(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(233642, -97, 4);40;ם;66;(1, 1, 2, 38, 66);17;(1, 1, 2, 10, 17);אלהים;5;10;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(233642, -97, 4);10;י;163;(1, 1, 5, 15, 163);43;(1, 1, 5, 4, 43);יום;1;4;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(233642, -97, 4);2;ב;260;(1, 1, 7, 19, 260);68;(1, 1, 7, 5, 68);ויבדל;3;5;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(233642, -97, 4);100;ק;357;(1, 1, 9, 12, 357);93;(1, 1, 9, 3, 93);יקוו;2;3;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(233642, -97, 4);5;ה;454;(1, 1, 11, 8, 454);117;(1, 1, 11, 2, 117);אלהים;3;2;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(233642, -97, 4);80;פ;551;(1, 1, 12, 36, 551);145;(1, 1, 12, 10, 145);פרי;1;10;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(233642, -97, 4);50;ן;648;(1, 1, 14, 44, 648);169;(1, 1, 14, 10, 169);ובין;4;10;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(233642, -97, 4);5;ה;745;(1, 1, 16, 28, 745);192;(1, 1, 16, 8, 192);המאור;1;8;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(233642, -97, 4);10;י;842;(1, 1, 18, 13, 842);213;(1, 1, 18, 3, 213);ובלילה;4;3;ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי טוב
(233642, -97, 4);80;ף;939;(1, 1, 20, 37, 939);237;(1, 1, 20, 9, 237);יעופף;5;9;ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף על הארץ על פני רקיע השמים
(233642, -97, 4);10;י;1036;(1, 1, 21, 77, 1036);263;(1, 1, 21, 20, 263);וירא;2;20;ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב
(233642, -97, 4);400;ת;1133;(1, 1, 24, 11, 1133);288;(1, 1, 24, 3, 288);תוצא;1;3;ויאמר אלהים תוצא הארץ נפש חיה למינה בהמה ורמש וחיתו ארץ למינה ויהי כן
(233642, -97, 4);10;י;1230;(1, 1, 25, 52, 1230);313;(1, 1, 25, 14, 313);למינהו;3;14;ויעש אלהים את חית הארץ למינה ואת הבהמה למינה ואת כל רמש האדמה למינהו וירא אלהים כי טוב
(233642, -97, 4);30;ל;1327;(1, 1, 26, 80, 1327);335;(1, 1, 26, 18, 335);על;2;18;ויאמר אלהים נעשה אדם בצלמנו כדמותנו וירדו בדגת הים ובעוף השמים ובבהמה ובכל הארץ ובכל הרמש הרמש על הארץ
(233642, -97, 4);200;ר;1424;(1, 1, 28, 43, 1424);360;(1, 1, 28, 11, 360);הארץ;3;11;ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל חיה הרמשת על הארץ
(233642, -97, 4);30;ל;1521;(1, 1, 29, 52, 1521);388;(1, 1, 29, 17, 388);כל;2;17;ויאמר אלהים הנה נתתי לכם את כל עשב זרע זרע אשר על פני כל הארץ ואת כל העץ אשר בו פרי עץ זרע זרע לכם יהיה לאכלה
(233642, -97, 4);5;ה;1618;(1, 1, 30, 66, 1618);418;(1, 1, 30, 20, 418);ויהי;3;20;ולכל חית הארץ ולכל עוף השמים ולכל רומש על הארץ אשר בו נפש חיה את כל ירק עשב לאכלה ויהי כן
(233642, -97, 4);1;א;1715;(1, 2, 2, 22, 1715);444;(1, 2, 2, 5, 444);מלאכתו;3;5;ויכל אלהים ביום השביעי מלאכתו אשר עשה וישבת ביום השביעי מכל מלאכתו אשר עשה
(233642, -97, 4);70;ע;1812;(1, 2, 3, 58, 1812);469;(1, 2, 3, 16, 469);לעשות;2;16;ויברך אלהים את יום השביעי ויקדש אתו כי בו שבת מכל מלאכתו אשר ברא אלהים לעשות
(233642, -97, 4);40;מ;1909;(1, 2, 5, 44, 1909);494;(1, 2, 5, 14, 494);המטיר;2;14;וכל שיח השדה טרם יהיה בארץ וכל עשב השדה טרם יצמח כי לא המטיר יהוה אלהים על הארץ ואדם אין לעבד את האדמה
(233642, -97, 4);6;ו;2006;(1, 2, 7, 31, 2006);521;(1, 2, 7, 9, 521);ויפח;1;9;וייצר יהוה אלהים את האדם עפר מן האדמה ויפח באפיו נשמת חיים ויהי האדם לנפש חיה
(233642, -97, 4);90;ץ;2103;(1, 2, 9, 25, 2103);547;(1, 2, 9, 7, 547);עץ;2;7;ויצמח יהוה אלהים מן האדמה כל עץ נחמד למראה וטוב למאכל ועץ החיים בתוך הגן ועץ הדעת טוב ורע
(233642, -97, 4);4;ד;2200;(1, 2, 11, 6, 2200);572;(1, 2, 11, 2, 572);האחד;4;2;שם האחד פישון הוא הסבב את כל ארץ החוילה אשר שם הזהב
(233642, -97, 4);6;ו;2297;(1, 2, 13, 33, 2297);600;(1, 2, 13, 10, 600);כוש;2;10;ושם הנהר השני גיחון הוא הסובב את כל ארץ כוש
(233642, -97, 4);10;י;2394;(1, 2, 16, 5, 2394);624;(1, 2, 16, 2, 624);יהוה;1;2;ויצו יהוה אלהים על האדם לאמר מכל עץ הגן אכל תאכל
(233642, -97, 4);2;ב;2491;(1, 2, 18, 19, 2491);651;(1, 2, 18, 5, 651);טוב;3;5;ויאמר יהוה אלהים לא טוב היות האדם לבדו אעשה לו עזר כנגדו
(233642, -97, 4);200;ר;2588;(1, 2, 19, 71, 2588);679;(1, 2, 19, 21, 679);אשר;3;21;ויצר יהוה אלהים מן האדמה כל חית השדה ואת כל עוף השמים ויבא אל האדם לראות מה יקרא לו וכל אשר יקרא לו האדם נפש חיה הוא שמו
(233642, -97, 4);200;ר;2685;(1, 2, 21, 15, 2685);705;(1, 2, 21, 4, 705);תרדמה;2;4;ויפל יהוה אלהים תרדמה על האדם ויישן ויקח אחת מצלעתיו ויסגר בשר תחתנה
(233642, -97, 4);7;ז;2782;(1, 2, 23, 10, 2782);730;(1, 2, 23, 3, 730);זאת;1;3;ויאמר האדם זאת הפעם עצם מעצמי ובשר מבשרי לזאת יקרא אשה כי מאיש לקחה זאת
(233642, -97, 4);50;נ;2879;(1, 2, 25, 7, 2879);757;(1, 2, 25, 2, 757);שניהם;2;2;ויהיו שניהם ערומים האדם ואשתו ולא יתבששו
(233642, -97, 4);30;ל;2976;(1, 3, 1, 70, 2976);782;(1, 3, 1, 20, 782);מכל;3;20;והנחש היה ערום מכל חית השדה אשר עשה יהוה אלהים ויאמר אל האשה אף כי אמר אלהים לא תאכלו מכל עץ הגן
(233642, -97, 4);30;ל;3073;(1, 3, 4, 11, 3073);810;(1, 3, 4, 3, 810);אל;2;3;ויאמר הנחש אל האשה לא מות תמתון
(233642, -97, 4);10;י;3170;(1, 3, 6, 24, 3170);835;(1, 3, 6, 7, 835);וכי;3;7;ותרא האשה כי טוב העץ למאכל וכי תאוה הוא לעינים ונחמד העץ להשכיל ותקח מפריו ותאכל ותתן גם לאישה עמה ויאכל
(233642, -97, 4);70;ע;3267;(1, 3, 7, 37, 3267);858;(1, 3, 7, 9, 858);עלה;1;9;ותפקחנה עיני שניהם וידעו כי עירמם הם ויתפרו עלה תאנה ויעשו להם חגרת
(233642, -97, 4);10;י;3364;(1, 3, 9, 6, 3364);882;(1, 3, 9, 2, 882);יהוה;1;2;ויקרא יהוה אלהים אל האדם ויאמר לו איכה
