(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(31447, -48, 4);2;ב;7;(1, 1, 1, 7, 7);2;(1, 1, 1, 2, 2);ברא;1;2;בראשית ברא אלהים את השמים ואת הארץ
(31447, -48, 4);5;ה;55;(1, 1, 2, 27, 55);15;(1, 1, 2, 8, 15);תהום;2;8;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(31447, -48, 4);200;ר;103;(1, 1, 3, 23, 103);27;(1, 1, 3, 6, 27);אור;3;6;ויאמר אלהים יהי אור ויהי אור
(31447, -48, 4);100;ק;151;(1, 1, 5, 3, 151);40;(1, 1, 5, 1, 40);ויקרא;3;1;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(31447, -48, 4);10;י;199;(1, 1, 6, 2, 199);53;(1, 1, 6, 1, 53);ויאמר;2;1;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(31447, -48, 4);30;ל;247;(1, 1, 7, 6, 247);65;(1, 1, 7, 2, 65);אלהים;2;2;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(31447, -48, 4);30;ל;295;(1, 1, 7, 54, 295);77;(1, 1, 7, 14, 77);מעל;3;14;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(31447, -48, 4);300;ש;343;(1, 1, 8, 37, 343);90;(1, 1, 8, 10, 90);שני;1;10;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(31447, -48, 4);5;ה;391;(1, 1, 9, 46, 391);101;(1, 1, 9, 11, 101);היבשה;5;11;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(31447, -48, 4);5;ה;439;(1, 1, 10, 42, 439);113;(1, 1, 10, 10, 113);אלהים;3;10;ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(31447, -48, 4);80;פ;487;(1, 1, 11, 41, 487);127;(1, 1, 11, 12, 127);פרי;1;12;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(31447, -48, 4);70;ע;535;(1, 1, 12, 20, 535);140;(1, 1, 12, 5, 140);מזריע;5;5;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
