(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(85502, 53, 4);10;י;13;(1, 1, 1, 13, 13);3;(1, 1, 1, 3, 3);אלהים;4;3;בראשית ברא אלהים את השמים ואת הארץ
(85502, 53, 4);40;ם;66;(1, 1, 2, 38, 66);17;(1, 1, 2, 10, 17);אלהים;5;10;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(85502, 53, 4);20;כ;119;(1, 1, 4, 16, 119);32;(1, 1, 4, 5, 32);כי;1;5;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(85502, 53, 4);200;ר;172;(1, 1, 5, 24, 172);45;(1, 1, 5, 6, 45);קרא;2;6;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(85502, 53, 4);5;ה;225;(1, 1, 6, 28, 225);59;(1, 1, 6, 7, 59);ויהי;3;7;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(85502, 53, 4);200;ר;278;(1, 1, 7, 37, 278);73;(1, 1, 7, 10, 73);לרקיע;2;10;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(85502, 53, 4);200;ר;331;(1, 1, 8, 25, 331);86;(1, 1, 8, 6, 86);ערב;2;6;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(85502, 53, 4);200;ר;384;(1, 1, 9, 39, 384);100;(1, 1, 9, 10, 100);ותראה;3;10;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(85502, 53, 4);1;א;437;(1, 1, 10, 40, 437);113;(1, 1, 10, 10, 113);אלהים;1;10;ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(85502, 53, 4);30;ל;490;(1, 1, 11, 44, 490);128;(1, 1, 11, 13, 128);למינו;1;13;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(85502, 53, 4);5;ה;543;(1, 1, 12, 28, 543);142;(1, 1, 12, 7, 142);למינהו;5;7;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(85502, 53, 4);200;ר;596;(1, 1, 13, 14, 596);157;(1, 1, 13, 4, 157);בקר;3;4;ויהי ערב ויהי בקר יום שלישי
