(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(238147, -27, 4);2;ב;7;(1, 1, 1, 7, 7);2;(1, 1, 1, 2, 2);ברא;1;2;בראשית ברא אלהים את השמים ואת הארץ
(238147, -27, 4);5;ה;34;(1, 1, 2, 6, 34);9;(1, 1, 2, 2, 9);היתה;1;2;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(238147, -27, 4);8;ח;61;(1, 1, 2, 33, 61);16;(1, 1, 2, 9, 16);ורוח;4;9;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(238147, -27, 4);5;ה;88;(1, 1, 3, 8, 88);23;(1, 1, 3, 2, 23);אלהים;3;2;ויאמר אלהים יהי אור ויהי אור
(238147, -27, 4);5;ה;115;(1, 1, 4, 12, 115);31;(1, 1, 4, 4, 31);האור;1;4;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(238147, -27, 4);2;ב;142;(1, 1, 4, 39, 142);38;(1, 1, 4, 11, 38);ובין;2;11;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(238147, -27, 4);300;ש;169;(1, 1, 5, 21, 169);44;(1, 1, 5, 5, 44);ולחשך;4;5;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(238147, -27, 4);8;ח;196;(1, 1, 5, 48, 196);52;(1, 1, 5, 13, 52);אחד;2;13;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(238147, -27, 4);6;ו;223;(1, 1, 6, 26, 223);59;(1, 1, 6, 7, 59);ויהי;1;7;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(238147, -27, 4);40;ם;250;(1, 1, 7, 9, 250);65;(1, 1, 7, 2, 65);אלהים;5;2;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(238147, -27, 4);30;ל;277;(1, 1, 7, 36, 277);73;(1, 1, 7, 10, 73);לרקיע;1;10;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(238147, -27, 4);10;י;304;(1, 1, 7, 63, 304);79;(1, 1, 7, 16, 79);ויהי;4;16;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(238147, -27, 4);200;ר;331;(1, 1, 8, 25, 331);86;(1, 1, 8, 6, 86);ערב;2;6;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(238147, -27, 4);6;ו;358;(1, 1, 9, 13, 358);93;(1, 1, 9, 3, 93);יקוו;3;3;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
