(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(89603, 99, 4);200;ר;8;(1, 1, 1, 8, 8);2;(1, 1, 1, 2, 2);ברא;2;2;בראשית ברא אלהים את השמים ואת הארץ
(89603, 99, 4);1;א;107;(1, 1, 4, 4, 107);28;(1, 1, 4, 1, 28);וירא;4;1;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(89603, 99, 4);10;י;206;(1, 1, 6, 9, 206);54;(1, 1, 6, 2, 54);אלהים;4;2;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(89603, 99, 4);20;כ;305;(1, 1, 7, 64, 305);80;(1, 1, 7, 17, 80);כן;1;17;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(89603, 99, 4);30;ל;404;(1, 1, 10, 7, 404);105;(1, 1, 10, 2, 105);אלהים;2;2;ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(89603, 99, 4);6;ו;503;(1, 1, 11, 57, 503);131;(1, 1, 11, 16, 131);בו;2;16;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(89603, 99, 4);10;י;602;(1, 1, 13, 20, 602);159;(1, 1, 13, 6, 159);שלישי;3;6;ויהי ערב ויהי בקר יום שלישי
(89603, 99, 4);30;ל;701;(1, 1, 15, 21, 701);180;(1, 1, 15, 5, 180);להאיר;1;5;והיו למאורת ברקיע השמים להאיר על הארץ ויהי כן
(89603, 99, 4);50;ן;800;(1, 1, 17, 4, 800);203;(1, 1, 17, 1, 203);ויתן;4;1;ויתן אתם אלהים ברקיע השמים להאיר על הארץ
(89603, 99, 4);2;ב;899;(1, 1, 19, 19, 899);228;(1, 1, 19, 6, 228);רביעי;2;6;ויהי ערב ויהי בקר יום רביעי
(89603, 99, 4);40;מ;998;(1, 1, 21, 39, 998);253;(1, 1, 21, 10, 253);הרמשת;3;10;ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב
(89603, 99, 4);2;ב;1097;(1, 1, 22, 49, 1097);279;(1, 1, 22, 13, 279);בארץ;1;13;ויברך אתם אלהים לאמר פרו ורבו ומלאו את המים בימים והעוף ירב בארץ
(89603, 99, 4);90;ץ;1196;(1, 1, 25, 18, 1196);304;(1, 1, 25, 5, 304);הארץ;4;5;ויעש אלהים את חית הארץ למינה ואת הבהמה למינה ואת כל רמש האדמה למינהו וירא אלהים כי טוב
(89603, 99, 4);5;ה;1295;(1, 1, 26, 48, 1295);328;(1, 1, 26, 11, 328);השמים;1;11;ויאמר אלהים נעשה אדם בצלמנו כדמותנו וירדו בדגת הים ובעוף השמים ובבהמה ובכל הארץ ובכל הרמש הרמש על הארץ
(89603, 99, 4);40;ם;1394;(1, 1, 28, 13, 1394);352;(1, 1, 28, 3, 352);אלהים;5;3;ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל חיה הרמשת על הארץ
(89603, 99, 4);30;ל;1493;(1, 1, 29, 24, 1493);378;(1, 1, 29, 7, 378);כל;2;7;ויאמר אלהים הנה נתתי לכם את כל עשב זרע זרע אשר על פני כל הארץ ואת כל העץ אשר בו פרי עץ זרע זרע לכם יהיה לאכלה
