(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(134520, 61, 4);1;א;15;(1, 1, 1, 15, 15);4;(1, 1, 1, 4, 4);את;1;4;בראשית ברא אלהים את השמים ואת הארץ
(134520, 61, 4);10;י;76;(1, 1, 2, 48, 76);20;(1, 1, 2, 13, 20);פני;3;13;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(134520, 61, 4);5;ה;137;(1, 1, 4, 34, 137);37;(1, 1, 4, 10, 37);האור;1;10;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(134520, 61, 4);6;ו;198;(1, 1, 6, 1, 198);53;(1, 1, 6, 1, 53);ויאמר;1;1;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(134520, 61, 4);10;י;259;(1, 1, 7, 18, 259);68;(1, 1, 7, 5, 68);ויבדל;2;5;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(134520, 61, 4);10;י;320;(1, 1, 8, 14, 320);83;(1, 1, 8, 3, 83);לרקיע;4;3;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(134520, 61, 4);4;ד;381;(1, 1, 9, 36, 381);99;(1, 1, 9, 9, 99);אחד;3;9;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(134520, 61, 4);20;כ;442;(1, 1, 10, 45, 442);114;(1, 1, 10, 11, 114);כי;1;11;ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(134520, 61, 4);6;ו;503;(1, 1, 11, 57, 503);131;(1, 1, 11, 16, 131);בו;2;16;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(134520, 61, 4);40;מ;564;(1, 1, 12, 49, 564);149;(1, 1, 12, 14, 149);למינהו;2;14;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(134520, 61, 4);10;י;625;(1, 1, 14, 21, 625);164;(1, 1, 14, 5, 164);ברקיע;4;5;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(134520, 61, 4);40;מ;686;(1, 1, 15, 6, 686);177;(1, 1, 15, 2, 177);למאורת;2;2;והיו למאורת ברקיע השמים להאיר על הארץ ויהי כן
(134520, 61, 4);1;א;747;(1, 1, 16, 30, 747);192;(1, 1, 16, 8, 192);המאור;3;8;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(134520, 61, 4);40;ם;808;(1, 1, 17, 12, 808);205;(1, 1, 17, 3, 205);אלהים;5;3;ויתן אתם אלהים ברקיע השמים להאיר על הארץ
(134520, 61, 4);200;ר;869;(1, 1, 18, 40, 869);219;(1, 1, 18, 9, 219);וירא;3;9;ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי טוב
(134520, 61, 4);5;ה;930;(1, 1, 20, 28, 930);235;(1, 1, 20, 7, 235);חיה;3;7;ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף על הארץ על פני רקיע השמים
(134520, 61, 4);300;ש;991;(1, 1, 21, 32, 991);251;(1, 1, 21, 8, 251);נפש;3;8;ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב
(134520, 61, 4);200;ר;1052;(1, 1, 22, 4, 1052);267;(1, 1, 22, 1, 267);ויברך;4;1;ויברך אתם אלהים לאמר פרו ורבו ומלאו את המים בימים והעוף ירב בארץ
(134520, 61, 4);100;ק;1113;(1, 1, 23, 13, 1113);283;(1, 1, 23, 4, 283);בקר;2;4;ויהי ערב ויהי בקר יום חמישי
(134520, 61, 4);10;י;1174;(1, 1, 24, 52, 1174);298;(1, 1, 24, 13, 298);ויהי;2;13;ויאמר אלהים תוצא הארץ נפש חיה למינה בהמה ורמש וחיתו ארץ למינה ויהי כן
(134520, 61, 4);10;י;1235;(1, 1, 25, 57, 1235);314;(1, 1, 25, 15, 314);וירא;2;15;ויעש אלהים את חית הארץ למינה ואת הבהמה למינה ואת כל רמש האדמה למינהו וירא אלהים כי טוב
(134520, 61, 4);300;ש;1296;(1, 1, 26, 49, 1296);328;(1, 1, 26, 11, 328);השמים;2;11;ויאמר אלהים נעשה אדם בצלמנו כדמותנו וירדו בדגת הים ובעוף השמים ובבהמה ובכל הארץ ובכל הרמש הרמש על הארץ
(134520, 61, 4);1;א;1357;(1, 1, 27, 26, 1357);343;(1, 1, 27, 7, 343);אלהים;1;7;ויברא אלהים את האדם בצלמו בצלם אלהים ברא אתו זכר ונקבה ברא אתם
(134520, 61, 4);1;א;1418;(1, 1, 28, 37, 1418);358;(1, 1, 28, 9, 358);ומלאו;4;9;ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל חיה הרמשת על הארץ
(134520, 61, 4);40;ם;1479;(1, 1, 29, 10, 1479);373;(1, 1, 29, 2, 373);אלהים;5;2;ויאמר אלהים הנה נתתי לכם את כל עשב זרע זרע אשר על פני כל הארץ ואת כל העץ אשר בו פרי עץ זרע זרע לכם יהיה לאכלה
(134520, 61, 4);70;ע;1540;(1, 1, 29, 71, 1540);395;(1, 1, 29, 24, 395);זרע;3;24;ויאמר אלהים הנה נתתי לכם את כל עשב זרע זרע אשר על פני כל הארץ ואת כל העץ אשר בו פרי עץ זרע זרע לכם יהיה לאכלה
(134520, 61, 4);1;א;1601;(1, 1, 30, 49, 1601);413;(1, 1, 30, 15, 413);את;1;15;ולכל חית הארץ ולכל עוף השמים ולכל רומש על הארץ אשר בו נפש חיה את כל ירק עשב לאכלה ויהי כן
(134520, 61, 4);2;ב;1662;(1, 1, 31, 41, 1662);432;(1, 1, 31, 13, 432);בקר;1;13;וירא אלהים את כל אשר עשה והנה טוב מאד ויהי ערב ויהי בקר יום הששי
(134520, 61, 4);300;ש;1723;(1, 2, 2, 30, 1723);446;(1, 2, 2, 7, 446);עשה;2;7;ויכל אלהים ביום השביעי מלאכתו אשר עשה וישבת ביום השביעי מכל מלאכתו אשר עשה
(134520, 61, 4);20;כ;1784;(1, 2, 3, 30, 1784);461;(1, 2, 3, 8, 461);כי;1;8;ויברך אלהים את יום השביעי ויקדש אתו כי בו שבת מכל מלאכתו אשר ברא אלהים לעשות
(134520, 61, 4);70;ע;1845;(1, 2, 4, 30, 1845);476;(1, 2, 4, 7, 476);עשות;1;7;אלה תולדות השמים והארץ בהבראם ביום עשות יהוה אלהים ארץ ושמים
(134520, 61, 4);30;ל;1906;(1, 2, 5, 41, 1906);493;(1, 2, 5, 13, 493);לא;1;13;וכל שיח השדה טרם יהיה בארץ וכל עשב השדה טרם יצמח כי לא המטיר יהוה אלהים על הארץ ואדם אין לעבד את האדמה
(134520, 61, 4);30;ל;1967;(1, 2, 6, 22, 1967);510;(1, 2, 6, 7, 510);כל;2;7;ואד יעלה מן הארץ והשקה את כל פני האדמה
(134520, 61, 4);1;א;2028;(1, 2, 7, 53, 2028);526;(1, 2, 7, 14, 526);האדם;2;14;וייצר יהוה אלהים את האדם עפר מן האדמה ויפח באפיו נשמת חיים ויהי האדם לנפש חיה
(134520, 61, 4);30;ל;2089;(1, 2, 9, 11, 2089);543;(1, 2, 9, 3, 543);אלהים;2;3;ויצמח יהוה אלהים מן האדמה כל עץ נחמד למראה וטוב למאכל ועץ החיים בתוך הגן ועץ הדעת טוב ורע
(134520, 61, 4);6;ו;2150;(1, 2, 10, 1, 2150);560;(1, 2, 10, 1, 560);ונהר;1;1;ונהר יצא מעדן להשקות את הגן ומשם יפרד והיה לארבעה ראשים
(134520, 61, 4);2;ב;2211;(1, 2, 11, 17, 2211);575;(1, 2, 11, 5, 575);הסבב;3;5;שם האחד פישון הוא הסבב את כל ארץ החוילה אשר שם הזהב
(134520, 61, 4);5;ה;2272;(1, 2, 13, 8, 2272);593;(1, 2, 13, 3, 593);השני;1;3;ושם הנהר השני גיחון הוא הסובב את כל ארץ כוש
(134520, 61, 4);50;נ;2333;(1, 2, 14, 35, 2333);609;(1, 2, 14, 9, 609);והנהר;3;9;ושם הנהר השלישי חדקל הוא ההלך קדמת אשור והנהר הרביעי הוא פרת
(134520, 61, 4);10;י;2394;(1, 2, 16, 5, 2394);624;(1, 2, 16, 2, 624);יהוה;1;2;ויצו יהוה אלהים על האדם לאמר מכל עץ הגן אכל תאכל
(134520, 61, 4);10;י;2455;(1, 2, 17, 28, 2455);642;(1, 2, 17, 9, 642);ביום;2;9;ומעץ הדעת טוב ורע לא תאכל ממנו כי ביום אכלך ממנו מות תמות
(134520, 61, 4);4;ד;2516;(1, 2, 18, 44, 2516);658;(1, 2, 18, 12, 658);כנגדו;4;12;ויאמר יהוה אלהים לא טוב היות האדם לבדו אעשה לו עזר כנגדו
(134520, 61, 4);10;י;2577;(1, 2, 19, 60, 2577);676;(1, 2, 19, 18, 676);יקרא;1;18;ויצר יהוה אלהים מן האדמה כל חית השדה ואת כל עוף השמים ויבא אל האדם לראות מה יקרא לו וכל אשר יקרא לו האדם נפש חיה הוא שמו
(134520, 61, 4);300;ש;2638;(1, 2, 20, 28, 2638);693;(1, 2, 20, 7, 693);השמים;2;7;ויקרא האדם שמות לכל הבהמה ולעוף השמים ולכל חית השדה ולאדם לא מצא עזר כנגדו
