(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(216986, -37, 4);300;ש;18;(1, 1, 1, 18, 18);5;(1, 1, 1, 5, 5);השמים;2;5;בראשית ברא אלהים את השמים ואת הארץ
(216986, -37, 4);5;ה;55;(1, 1, 2, 27, 55);15;(1, 1, 2, 8, 15);תהום;2;8;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(216986, -37, 4);5;ה;92;(1, 1, 3, 12, 92);24;(1, 1, 3, 3, 24);יהי;2;3;ויאמר אלהים יהי אור ויהי אור
(216986, -37, 4);1;א;129;(1, 1, 4, 26, 129);35;(1, 1, 4, 8, 35);אלהים;1;8;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(216986, -37, 4);6;ו;166;(1, 1, 5, 18, 166);44;(1, 1, 5, 5, 44);ולחשך;1;5;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(216986, -37, 4);1;א;203;(1, 1, 6, 6, 203);54;(1, 1, 6, 2, 54);אלהים;1;2;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(216986, -37, 4);10;י;240;(1, 1, 6, 43, 240);63;(1, 1, 6, 11, 63);למים;3;11;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(216986, -37, 4);30;ל;277;(1, 1, 7, 36, 277);73;(1, 1, 7, 10, 73);לרקיע;1;10;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(216986, -37, 4);5;ה;314;(1, 1, 8, 8, 314);82;(1, 1, 8, 2, 82);אלהים;3;2;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(216986, -37, 4);1;א;351;(1, 1, 9, 6, 351);92;(1, 1, 9, 2, 92);אלהים;1;2;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(216986, -37, 4);10;י;388;(1, 1, 9, 43, 388);101;(1, 1, 9, 11, 101);היבשה;2;11;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(216986, -37, 4);40;ם;425;(1, 1, 10, 28, 425);109;(1, 1, 10, 6, 109);המים;4;6;ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(216986, -37, 4);1;א;462;(1, 1, 11, 16, 462);119;(1, 1, 11, 4, 119);הארץ;2;4;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(216986, -37, 4);200;ר;499;(1, 1, 11, 53, 499);130;(1, 1, 11, 15, 130);זרעו;2;15;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(216986, -37, 4);7;ז;536;(1, 1, 12, 21, 536);141;(1, 1, 12, 6, 141);זרע;1;6;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(216986, -37, 4);1;א;573;(1, 1, 12, 58, 573);151;(1, 1, 12, 16, 151);אלהים;1;16;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(216986, -37, 4);1;א;610;(1, 1, 14, 6, 610);161;(1, 1, 14, 2, 161);אלהים;1;2;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(216986, -37, 4);10;י;647;(1, 1, 14, 43, 647);169;(1, 1, 14, 10, 169);ובין;3;10;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(216986, -37, 4);6;ו;684;(1, 1, 15, 4, 684);176;(1, 1, 15, 1, 176);והיו;4;1;והיו למאורת ברקיע השמים להאיר על הארץ ויהי כן
(216986, -37, 4);300;ש;721;(1, 1, 16, 4, 721);185;(1, 1, 16, 1, 185);ויעש;4;1;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(216986, -37, 4);30;ל;758;(1, 1, 16, 41, 758);194;(1, 1, 16, 10, 194);לממשלת;5;10;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(216986, -37, 4);10;י;795;(1, 1, 16, 78, 795);202;(1, 1, 16, 18, 202);הכוכבים;6;18;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(216986, -37, 4);40;מ;832;(1, 1, 18, 3, 832);211;(1, 1, 18, 1, 211);ולמשל;3;1;ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי טוב
(216986, -37, 4);200;ר;869;(1, 1, 18, 40, 869);219;(1, 1, 18, 9, 219);וירא;3;9;ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי טוב
(216986, -37, 4);40;מ;906;(1, 1, 20, 4, 906);229;(1, 1, 20, 1, 229);ויאמר;4;1;ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף על הארץ על פני רקיע השמים
(216986, -37, 4);1;א;943;(1, 1, 20, 41, 943);239;(1, 1, 20, 11, 239);הארץ;2;11;ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף על הארץ על פני רקיע השמים
(216986, -37, 4);4;ד;980;(1, 1, 21, 21, 980);248;(1, 1, 21, 5, 248);הגדלים;3;5;ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב
(216986, -37, 4);40;ם;1017;(1, 1, 21, 58, 1017);257;(1, 1, 21, 14, 257);למינהם;6;14;ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב
(216986, -37, 4);1;א;1054;(1, 1, 22, 6, 1054);268;(1, 1, 22, 2, 268);אתם;1;2;ויברך אתם אלהים לאמר פרו ורבו ומלאו את המים בימים והעוף ירב בארץ
(216986, -37, 4);70;ע;1091;(1, 1, 22, 43, 1091);277;(1, 1, 22, 11, 277);והעוף;3;11;ויברך אתם אלהים לאמר פרו ורבו ומלאו את המים בימים והעוף ירב בארץ
(216986, -37, 4);1;א;1128;(1, 1, 24, 6, 1128);287;(1, 1, 24, 2, 287);אלהים;1;2;ויאמר אלהים תוצא הארץ נפש חיה למינה בהמה ורמש וחיתו ארץ למינה ויהי כן
(216986, -37, 4);1;א;1165;(1, 1, 24, 43, 1165);296;(1, 1, 24, 11, 296);ארץ;1;11;ויאמר אלהים תוצא הארץ נפש חיה למינה בהמה ורמש וחיתו ארץ למינה ויהי כן
(216986, -37, 4);6;ו;1202;(1, 1, 25, 24, 1202);306;(1, 1, 25, 7, 306);ואת;1;7;ויעש אלהים את חית הארץ למינה ואת הבהמה למינה ואת כל רמש האדמה למינהו וירא אלהים כי טוב
(216986, -37, 4);30;ל;1239;(1, 1, 25, 61, 1239);315;(1, 1, 25, 16, 315);אלהים;2;16;ויעש אלהים את חית הארץ למינה ואת הבהמה למינה ואת כל רמש האדמה למינהו וירא אלהים כי טוב
(216986, -37, 4);50;נ;1276;(1, 1, 26, 29, 1276);323;(1, 1, 26, 6, 323);כדמותנו;6;6;ויאמר אלהים נעשה אדם בצלמנו כדמותנו וירדו בדגת הים ובעוף השמים ובבהמה ובכל הארץ ובכל הרמש הרמש על הארץ
(216986, -37, 4);90;ץ;1313;(1, 1, 26, 66, 1313);331;(1, 1, 26, 14, 331);הארץ;4;14;ויאמר אלהים נעשה אדם בצלמנו כדמותנו וירדו בדגת הים ובעוף השמים ובבהמה ובכל הארץ ובכל הרמש הרמש על הארץ
(216986, -37, 4);30;ל;1350;(1, 1, 27, 19, 1350);341;(1, 1, 27, 5, 341);בצלמו;3;5;ויברא אלהים את האדם בצלמו בצלם אלהים ברא אתו זכר ונקבה ברא אתם
(216986, -37, 4);1;א;1387;(1, 1, 28, 6, 1387);351;(1, 1, 28, 2, 351);אתם;1;2;ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל חיה הרמשת על הארץ
(216986, -37, 4);200;ר;1424;(1, 1, 28, 43, 1424);360;(1, 1, 28, 11, 360);הארץ;3;11;ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל חיה הרמשת על הארץ
(216986, -37, 4);40;מ;1461;(1, 1, 28, 80, 1461);369;(1, 1, 28, 20, 369);הרמשת;3;20;ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל חיה הרמשת על הארץ
(216986, -37, 4);200;ר;1498;(1, 1, 29, 29, 1498);380;(1, 1, 29, 9, 380);זרע;2;9;ויאמר אלהים הנה נתתי לכם את כל עשב זרע זרע אשר על פני כל הארץ ואת כל העץ אשר בו פרי עץ זרע זרע לכם יהיה לאכלה
(216986, -37, 4);7;ז;1535;(1, 1, 29, 66, 1535);394;(1, 1, 29, 23, 394);זרע;1;23;ויאמר אלהים הנה נתתי לכם את כל עשב זרע זרע אשר על פני כל הארץ ואת כל העץ אשר בו פרי עץ זרע זרע לכם יהיה לאכלה
(216986, -37, 4);300;ש;1572;(1, 1, 30, 20, 1572);404;(1, 1, 30, 6, 404);השמים;2;6;ולכל חית הארץ ולכל עוף השמים ולכל רומש על הארץ אשר בו נפש חיה את כל ירק עשב לאכלה ויהי כן
(216986, -37, 4);300;ש;1609;(1, 1, 30, 57, 1609);416;(1, 1, 30, 18, 416);עשב;2;18;ולכל חית הארץ ולכל עוף השמים ולכל רומש על הארץ אשר בו נפש חיה את כל ירק עשב לאכלה ויהי כן
(216986, -37, 4);6;ו;1646;(1, 1, 31, 25, 1646);427;(1, 1, 31, 8, 427);טוב;2;8;וירא אלהים את כל אשר עשה והנה טוב מאד ויהי ערב ויהי בקר יום הששי
(216986, -37, 4);5;ה;1683;(1, 2, 1, 12, 1683);437;(1, 2, 1, 3, 437);והארץ;2;3;ויכלו השמים והארץ וכל צבאם
(216986, -37, 4);300;ש;1720;(1, 2, 2, 27, 1720);445;(1, 2, 2, 6, 445);אשר;2;6;ויכל אלהים ביום השביעי מלאכתו אשר עשה וישבת ביום השביעי מכל מלאכתו אשר עשה
(216986, -37, 4);2;ב;1757;(1, 2, 3, 3, 1757);454;(1, 2, 3, 1, 454);ויברך;3;1;ויברך אלהים את יום השביעי ויקדש אתו כי בו שבת מכל מלאכתו אשר ברא אלהים לעשות
(216986, -37, 4);40;מ;1794;(1, 2, 3, 40, 1794);465;(1, 2, 3, 12, 465);מלאכתו;1;12;ויברך אלהים את יום השביעי ויקדש אתו כי בו שבת מכל מלאכתו אשר ברא אלהים לעשות
(216986, -37, 4);5;ה;1831;(1, 2, 4, 16, 1831);473;(1, 2, 4, 4, 473);והארץ;2;4;אלה תולדות השמים והארץ בהבראם ביום עשות יהוה אלהים ארץ ושמים
(216986, -37, 4);30;ל;1868;(1, 2, 5, 3, 1868);481;(1, 2, 5, 1, 481);וכל;3;1;וכל שיח השדה טרם יהיה בארץ וכל עשב השדה טרם יצמח כי לא המטיר יהוה אלהים על הארץ ואדם אין לעבד את האדמה
