(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(65974, 33, 4);2;ב;7;(1, 1, 1, 7, 7);2;(1, 1, 1, 2, 2);ברא;1;2;בראשית ברא אלהים את השמים ואת הארץ
(65974, 33, 4);6;ו;40;(1, 1, 2, 12, 40);10;(1, 1, 2, 3, 10);תהו;3;3;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(65974, 33, 4);30;ל;73;(1, 1, 2, 45, 73);19;(1, 1, 2, 12, 19);על;2;12;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(65974, 33, 4);200;ר;106;(1, 1, 4, 3, 106);28;(1, 1, 4, 1, 28);וירא;3;1;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(65974, 33, 4);6;ו;139;(1, 1, 4, 36, 139);37;(1, 1, 4, 10, 37);האור;3;10;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(65974, 33, 4);200;ר;172;(1, 1, 5, 24, 172);45;(1, 1, 5, 6, 45);קרא;2;6;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(65974, 33, 4);5;ה;205;(1, 1, 6, 8, 205);54;(1, 1, 6, 2, 54);אלהים;3;2;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(65974, 33, 4);30;ל;238;(1, 1, 6, 41, 238);63;(1, 1, 6, 11, 63);למים;1;11;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(65974, 33, 4);300;ש;271;(1, 1, 7, 30, 271);71;(1, 1, 7, 8, 71);אשר;2;8;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(65974, 33, 4);10;י;304;(1, 1, 7, 63, 304);79;(1, 1, 7, 16, 79);ויהי;4;16;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(65974, 33, 4);2;ב;337;(1, 1, 8, 31, 337);88;(1, 1, 8, 8, 88);בקר;1;8;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(65974, 33, 4);40;מ;370;(1, 1, 9, 25, 370);96;(1, 1, 9, 6, 96);השמים;3;6;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
