(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(231614, 64, 4);1;א;62;(1, 1, 2, 34, 62);17;(1, 1, 2, 10, 17);אלהים;1;10;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(231614, 64, 4);2;ב;126;(1, 1, 4, 23, 126);34;(1, 1, 4, 7, 34);ויבדל;3;7;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(231614, 64, 4);100;ק;190;(1, 1, 5, 42, 190);50;(1, 1, 5, 11, 50);בקר;2;11;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(231614, 64, 4);200;ר;254;(1, 1, 7, 13, 254);67;(1, 1, 7, 4, 67);הרקיע;2;4;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(231614, 64, 4);200;ר;318;(1, 1, 8, 12, 318);83;(1, 1, 8, 3, 83);לרקיע;2;3;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(231614, 64, 4);6;ו;382;(1, 1, 9, 37, 382);100;(1, 1, 9, 10, 100);ותראה;1;10;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(231614, 64, 4);2;ב;446;(1, 1, 10, 49, 446);115;(1, 1, 10, 12, 115);טוב;3;12;ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(231614, 64, 4);6;ו;510;(1, 1, 11, 64, 510);134;(1, 1, 11, 19, 134);ויהי;1;19;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(231614, 64, 4);30;ל;574;(1, 1, 12, 59, 574);151;(1, 1, 12, 16, 151);אלהים;2;16;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(231614, 64, 4);2;ב;638;(1, 1, 14, 34, 638);167;(1, 1, 14, 8, 167);בין;1;8;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(231614, 64, 4);5;ה;702;(1, 1, 15, 22, 702);180;(1, 1, 15, 5, 180);להאיר;2;5;והיו למאורת ברקיע השמים להאיר על הארץ ויהי כן
(231614, 64, 4);400;ת;766;(1, 1, 16, 49, 766);196;(1, 1, 16, 12, 196);ואת;3;12;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(231614, 64, 4);6;ו;830;(1, 1, 18, 1, 830);211;(1, 1, 18, 1, 211);ולמשל;1;1;ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי טוב
(231614, 64, 4);200;ר;894;(1, 1, 19, 14, 894);226;(1, 1, 19, 4, 226);בקר;3;4;ויהי ערב ויהי בקר יום רביעי
(231614, 64, 4);10;י;958;(1, 1, 20, 56, 958);243;(1, 1, 20, 15, 243);השמים;4;15;ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף על הארץ על פני רקיע השמים
(231614, 64, 4);30;ל;1022;(1, 1, 21, 63, 1022);259;(1, 1, 21, 16, 259);כל;2;16;ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב
(231614, 64, 4);40;מ;1086;(1, 1, 22, 38, 1086);276;(1, 1, 22, 10, 276);בימים;3;10;ויברך אתם אלהים לאמר פרו ורבו ומלאו את המים בימים והעוף ירב בארץ
(231614, 64, 4);50;נ;1150;(1, 1, 24, 28, 1150);292;(1, 1, 24, 7, 292);למינה;4;7;ויאמר אלהים תוצא הארץ נפש חיה למינה בהמה ורמש וחיתו ארץ למינה ויהי כן
(231614, 64, 4);5;ה;1214;(1, 1, 25, 36, 1214);308;(1, 1, 25, 9, 308);למינה;5;9;ויעש אלהים את חית הארץ למינה ואת הבהמה למינה ואת כל רמש האדמה למינהו וירא אלהים כי טוב
(231614, 64, 4);6;ו;1278;(1, 1, 26, 31, 1278);324;(1, 1, 26, 7, 324);וירדו;1;7;ויאמר אלהים נעשה אדם בצלמנו כדמותנו וירדו בדגת הים ובעוף השמים ובבהמה ובכל הארץ ובכל הרמש הרמש על הארץ
(231614, 64, 4);1;א;1342;(1, 1, 27, 11, 1342);339;(1, 1, 27, 3, 339);את;1;3;ויברא אלהים את האדם בצלמו בצלם אלהים ברא אתו זכר ונקבה ברא אתם
