(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(77646, 40, 4);400;ת;6;(1, 1, 1, 6, 6);1;(1, 1, 1, 1, 1);בראשית;6;1;בראשית ברא אלהים את השמים ואת הארץ
(77646, 40, 4);8;ח;46;(1, 1, 2, 18, 46);12;(1, 1, 2, 5, 12);וחשך;2;5;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(77646, 40, 4);1;א;86;(1, 1, 3, 6, 86);23;(1, 1, 3, 2, 23);אלהים;1;2;ויאמר אלהים יהי אור ויהי אור
(77646, 40, 4);2;ב;126;(1, 1, 4, 23, 126);34;(1, 1, 4, 7, 34);ויבדל;3;7;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(77646, 40, 4);6;ו;166;(1, 1, 5, 18, 166);44;(1, 1, 5, 5, 44);ולחשך;1;5;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(77646, 40, 4);10;י;206;(1, 1, 6, 9, 206);54;(1, 1, 6, 2, 54);אלהים;4;2;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(77646, 40, 4);1;א;246;(1, 1, 7, 5, 246);65;(1, 1, 7, 2, 65);אלהים;1;2;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(77646, 40, 4);5;ה;286;(1, 1, 7, 45, 286);75;(1, 1, 7, 12, 75);המים;1;12;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(77646, 40, 4);6;ו;326;(1, 1, 8, 20, 326);85;(1, 1, 8, 5, 85);ויהי;1;5;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(77646, 40, 4);8;ח;366;(1, 1, 9, 21, 366);95;(1, 1, 9, 5, 95);מתחת;3;5;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
