(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(14146, -17, 4);200;ר;2;(1, 1, 1, 2, 2);1;(1, 1, 1, 1, 1);בראשית;2;1;בראשית ברא אלהים את השמים ואת הארץ
(14146, -17, 4);40;מ;19;(1, 1, 1, 19, 19);5;(1, 1, 1, 5, 5);השמים;3;5;בראשית ברא אלהים את השמים ואת הארץ
(14146, -17, 4);400;ת;36;(1, 1, 2, 8, 36);9;(1, 1, 2, 2, 9);היתה;3;2;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(14146, -17, 4);10;י;53;(1, 1, 2, 25, 53);14;(1, 1, 2, 7, 14);פני;3;7;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(14146, -17, 4);80;פ;70;(1, 1, 2, 42, 70);18;(1, 1, 2, 11, 18);מרחפת;4;11;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(14146, -17, 4);30;ל;87;(1, 1, 3, 7, 87);23;(1, 1, 3, 2, 23);אלהים;2;2;ויאמר אלהים יהי אור ויהי אור
(14146, -17, 4);6;ו;104;(1, 1, 4, 1, 104);28;(1, 1, 4, 1, 28);וירא;1;1;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(14146, -17, 4);9;ט;121;(1, 1, 4, 18, 121);33;(1, 1, 4, 6, 33);טוב;1;6;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(14146, -17, 4);1;א;138;(1, 1, 4, 35, 138);37;(1, 1, 4, 10, 37);האור;2;10;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(14146, -17, 4);30;ל;155;(1, 1, 5, 7, 155);41;(1, 1, 5, 2, 41);אלהים;2;2;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(14146, -17, 4);200;ר;172;(1, 1, 5, 24, 172);45;(1, 1, 5, 6, 45);קרא;2;6;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(14146, -17, 4);2;ב;189;(1, 1, 5, 41, 189);50;(1, 1, 5, 11, 50);בקר;1;11;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(14146, -17, 4);10;י;206;(1, 1, 6, 9, 206);54;(1, 1, 6, 2, 54);אלהים;4;2;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(14146, -17, 4);6;ו;223;(1, 1, 6, 26, 223);59;(1, 1, 6, 7, 59);ויהי;1;7;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(14146, -17, 4);10;י;240;(1, 1, 6, 43, 240);63;(1, 1, 6, 11, 63);למים;3;11;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(14146, -17, 4);70;ע;257;(1, 1, 7, 16, 257);67;(1, 1, 7, 4, 67);הרקיע;5;4;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(14146, -17, 4);400;ת;274;(1, 1, 7, 33, 274);72;(1, 1, 7, 9, 72);מתחת;2;9;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
