(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(208707, -92, 4);80;פ;51;(1, 1, 2, 23, 51);14;(1, 1, 2, 7, 14);פני;1;7;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(208707, -92, 4);10;י;143;(1, 1, 4, 40, 143);38;(1, 1, 4, 11, 38);ובין;3;11;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(208707, -92, 4);40;מ;235;(1, 1, 6, 38, 235);62;(1, 1, 6, 10, 62);מים;1;10;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(208707, -92, 4);10;י;327;(1, 1, 8, 21, 327);85;(1, 1, 8, 5, 85);ויהי;2;5;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(208707, -92, 4);100;ק;419;(1, 1, 10, 22, 419);108;(1, 1, 10, 5, 108);ולמקוה;4;5;ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(208707, -92, 4);10;י;511;(1, 1, 11, 65, 511);134;(1, 1, 11, 19, 134);ויהי;2;19;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(208707, -92, 4);300;ש;603;(1, 1, 13, 21, 603);159;(1, 1, 13, 6, 159);שלישי;4;6;ויהי ערב ויהי בקר יום שלישי
(208707, -92, 4);70;ע;695;(1, 1, 15, 15, 695);178;(1, 1, 15, 3, 178);ברקיע;5;3;והיו למאורת ברקיע השמים להאיר על הארץ ויהי כן
(208707, -92, 4);6;ו;787;(1, 1, 16, 70, 787);201;(1, 1, 16, 17, 201);ואת;1;17;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(208707, -92, 4);6;ו;879;(1, 1, 18, 50, 879);222;(1, 1, 18, 12, 222);טוב;2;12;ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי טוב
(208707, -92, 4);400;ת;971;(1, 1, 21, 12, 971);246;(1, 1, 21, 3, 246);את;2;3;ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב
(208707, -92, 4);1;א;1063;(1, 1, 22, 15, 1063);270;(1, 1, 22, 4, 270);לאמר;2;4;ויברך אתם אלהים לאמר פרו ורבו ומלאו את המים בימים והעוף ירב בארץ
(208707, -92, 4);5;ה;1155;(1, 1, 24, 33, 1155);293;(1, 1, 24, 8, 293);בהמה;4;8;ויאמר אלהים תוצא הארץ נפש חיה למינה בהמה ורמש וחיתו ארץ למינה ויהי כן
(208707, -92, 4);2;ב;1247;(1, 1, 25, 69, 1247);317;(1, 1, 25, 18, 317);טוב;3;18;ויעש אלהים את חית הארץ למינה ואת הבהמה למינה ואת כל רמש האדמה למינהו וירא אלהים כי טוב
(208707, -92, 4);5;ה;1339;(1, 1, 27, 8, 1339);338;(1, 1, 27, 2, 338);אלהים;3;2;ויברא אלהים את האדם בצלמו בצלם אלהים ברא אתו זכר ונקבה ברא אתם
(208707, -92, 4);6;ו;1431;(1, 1, 28, 50, 1431);362;(1, 1, 28, 13, 362);ורדו;1;13;ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל חיה הרמשת על הארץ
(208707, -92, 4);70;ע;1523;(1, 1, 29, 54, 1523);389;(1, 1, 29, 18, 389);העץ;2;18;ויאמר אלהים הנה נתתי לכם את כל עשב זרע זרע אשר על פני כל הארץ ואת כל העץ אשר בו פרי עץ זרע זרע לכם יהיה לאכלה
(208707, -92, 4);5;ה;1615;(1, 1, 30, 63, 1615);417;(1, 1, 30, 19, 417);לאכלה;5;19;ולכל חית הארץ ולכל עוף השמים ולכל רומש על הארץ אשר בו נפש חיה את כל ירק עשב לאכלה ויהי כן
