(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(22317, 75, 4);2;ב;42;(1, 1, 2, 14, 42);11;(1, 1, 2, 4, 11);ובהו;2;4;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(22317, 75, 4);6;ו;117;(1, 1, 4, 14, 117);31;(1, 1, 4, 4, 31);האור;3;4;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(22317, 75, 4);10;י;192;(1, 1, 5, 44, 192);51;(1, 1, 5, 12, 51);יום;1;12;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(22317, 75, 4);40;מ;267;(1, 1, 7, 26, 267);70;(1, 1, 7, 7, 70);המים;2;7;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(22317, 75, 4);40;ם;342;(1, 1, 8, 36, 342);89;(1, 1, 8, 9, 89);יום;3;9;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(22317, 75, 4);30;ל;417;(1, 1, 10, 20, 417);108;(1, 1, 10, 5, 108);ולמקוה;2;5;ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(22317, 75, 4);10;י;492;(1, 1, 11, 46, 492);128;(1, 1, 11, 13, 128);למינו;3;13;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(22317, 75, 4);5;ה;567;(1, 1, 12, 52, 567);149;(1, 1, 12, 14, 149);למינהו;5;14;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(22317, 75, 4);10;י;642;(1, 1, 14, 38, 642);168;(1, 1, 14, 9, 168);היום;2;9;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(22317, 75, 4);50;ן;717;(1, 1, 15, 37, 717);184;(1, 1, 15, 9, 184);כן;2;9;והיו למאורת ברקיע השמים להאיר על הארץ ויהי כן
(22317, 75, 4);6;ו;792;(1, 1, 16, 75, 792);202;(1, 1, 16, 18, 202);הכוכבים;3;18;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(22317, 75, 4);6;ו;867;(1, 1, 18, 38, 867);219;(1, 1, 18, 9, 219);וירא;1;9;ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי טוב
(22317, 75, 4);5;ה;942;(1, 1, 20, 40, 942);239;(1, 1, 20, 11, 239);הארץ;1;11;ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף על הארץ על פני רקיע השמים
(22317, 75, 4);40;ם;1017;(1, 1, 21, 58, 1017);257;(1, 1, 21, 14, 257);למינהם;6;14;ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב
(22317, 75, 4);6;ו;1092;(1, 1, 22, 44, 1092);277;(1, 1, 22, 11, 277);והעוף;4;11;ויברך אתם אלהים לאמר פרו ורבו ומלאו את המים בימים והעוף ירב בארץ
(22317, 75, 4);90;ץ;1167;(1, 1, 24, 45, 1167);296;(1, 1, 24, 11, 296);ארץ;3;11;ויאמר אלהים תוצא הארץ נפש חיה למינה בהמה ורמש וחיתו ארץ למינה ויהי כן
(22317, 75, 4);40;ם;1242;(1, 1, 25, 64, 1242);315;(1, 1, 25, 16, 315);אלהים;5;16;ויעש אלהים את חית הארץ למינה ואת הבהמה למינה ואת כל רמש האדמה למינהו וירא אלהים כי טוב
(22317, 75, 4);30;ל;1317;(1, 1, 26, 70, 1317);332;(1, 1, 26, 15, 332);ובכל;4;15;ויאמר אלהים נעשה אדם בצלמנו כדמותנו וירדו בדגת הים ובעוף השמים ובבהמה ובכל הארץ ובכל הרמש הרמש על הארץ
(22317, 75, 4);5;ה;1392;(1, 1, 28, 11, 1392);352;(1, 1, 28, 3, 352);אלהים;3;3;ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל חיה הרמשת על הארץ
(22317, 75, 4);1;א;1467;(1, 1, 28, 86, 1467);371;(1, 1, 28, 22, 371);הארץ;2;22;ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל חיה הרמשת על הארץ
(22317, 75, 4);20;כ;1542;(1, 1, 29, 73, 1542);396;(1, 1, 29, 25, 396);לכם;2;25;ויאמר אלהים הנה נתתי לכם את כל עשב זרע זרע אשר על פני כל הארץ ואת כל העץ אשר בו פרי עץ זרע זרע לכם יהיה לאכלה
(22317, 75, 4);10;י;1617;(1, 1, 30, 65, 1617);418;(1, 1, 30, 20, 418);ויהי;2;20;ולכל חית הארץ ולכל עוף השמים ולכל רומש על הארץ אשר בו נפש חיה את כל ירק עשב לאכלה ויהי כן
(22317, 75, 4);1;א;1692;(1, 2, 1, 21, 1692);439;(1, 2, 1, 5, 439);צבאם;3;5;ויכלו השמים והארץ וכל צבאם
(22317, 75, 4);10;י;1767;(1, 2, 3, 13, 1767);457;(1, 2, 3, 4, 457);יום;1;4;ויברך אלהים את יום השביעי ויקדש אתו כי בו שבת מכל מלאכתו אשר ברא אלהים לעשות
