(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(30887, 23, 4);40;ם;21;(1, 1, 1, 21, 21);5;(1, 1, 1, 5, 5);השמים;5;5;בראשית ברא אלהים את השמים ואת הארץ
(30887, 23, 4);6;ו;44;(1, 1, 2, 16, 44);11;(1, 1, 2, 4, 11);ובהו;4;4;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(30887, 23, 4);40;מ;67;(1, 1, 2, 39, 67);18;(1, 1, 2, 11, 18);מרחפת;1;11;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(30887, 23, 4);40;ם;90;(1, 1, 3, 10, 90);23;(1, 1, 3, 2, 23);אלהים;5;2;ויאמר אלהים יהי אור ויהי אור
(30887, 23, 4);1;א;113;(1, 1, 4, 10, 113);30;(1, 1, 4, 3, 30);את;1;3;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(30887, 23, 4);50;ן;136;(1, 1, 4, 33, 136);36;(1, 1, 4, 9, 36);בין;3;9;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(30887, 23, 4);30;ל;159;(1, 1, 5, 11, 159);42;(1, 1, 5, 3, 42);לאור;1;3;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(30887, 23, 4);70;ע;182;(1, 1, 5, 34, 182);48;(1, 1, 5, 9, 48);ערב;1;9;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(30887, 23, 4);5;ה;205;(1, 1, 6, 8, 205);54;(1, 1, 6, 2, 54);אלהים;3;2;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(30887, 23, 4);2;ב;228;(1, 1, 6, 31, 228);60;(1, 1, 6, 8, 60);מבדיל;2;8;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(30887, 23, 4);1;א;251;(1, 1, 7, 10, 251);66;(1, 1, 7, 3, 66);את;1;3;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(30887, 23, 4);400;ת;274;(1, 1, 7, 33, 274);72;(1, 1, 7, 9, 72);מתחת;2;9;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(30887, 23, 4);200;ר;297;(1, 1, 7, 56, 297);78;(1, 1, 7, 15, 78);לרקיע;2;15;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(30887, 23, 4);10;י;320;(1, 1, 8, 14, 320);83;(1, 1, 8, 3, 83);לרקיע;4;3;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(30887, 23, 4);300;ש;343;(1, 1, 8, 37, 343);90;(1, 1, 8, 10, 90);שני;1;10;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
