(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(282599, 48, 4);1;א;23;(1, 1, 1, 23, 23);6;(1, 1, 1, 6, 6);ואת;2;6;בראשית ברא אלהים את השמים ואת הארץ
(282599, 48, 4);400;ת;71;(1, 1, 2, 43, 71);18;(1, 1, 2, 11, 18);מרחפת;5;11;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(282599, 48, 4);20;כ;119;(1, 1, 4, 16, 119);32;(1, 1, 4, 5, 32);כי;1;5;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(282599, 48, 4);30;ל;167;(1, 1, 5, 19, 167);44;(1, 1, 5, 5, 44);ולחשך;2;5;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(282599, 48, 4);2;ב;215;(1, 1, 6, 18, 215);57;(1, 1, 6, 5, 57);בתוך;1;5;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(282599, 48, 4);2;ב;263;(1, 1, 7, 22, 263);69;(1, 1, 7, 6, 69);בין;1;6;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(282599, 48, 4);1;א;311;(1, 1, 8, 5, 311);81;(1, 1, 8, 1, 81);ויקרא;5;1;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(282599, 48, 4);6;ו;359;(1, 1, 9, 14, 359);93;(1, 1, 9, 3, 93);יקוו;4;3;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(282599, 48, 4);40;ם;407;(1, 1, 10, 10, 407);105;(1, 1, 10, 2, 105);אלהים;5;2;ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(282599, 48, 4);10;י;455;(1, 1, 11, 9, 455);117;(1, 1, 11, 2, 117);אלהים;4;2;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(282599, 48, 4);6;ו;503;(1, 1, 11, 57, 503);131;(1, 1, 11, 16, 131);בו;2;16;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(282599, 48, 4);80;פ;551;(1, 1, 12, 36, 551);145;(1, 1, 12, 10, 145);פרי;1;10;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(282599, 48, 4);40;ם;599;(1, 1, 13, 17, 599);158;(1, 1, 13, 5, 158);יום;3;5;ויהי ערב ויהי בקר יום שלישי
(282599, 48, 4);10;י;647;(1, 1, 14, 43, 647);169;(1, 1, 14, 10, 169);ובין;3;10;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(282599, 48, 4);70;ע;695;(1, 1, 15, 15, 695);178;(1, 1, 15, 3, 178);ברקיע;5;3;והיו למאורת ברקיע השמים להאיר על הארץ ויהי כן
(282599, 48, 4);1;א;743;(1, 1, 16, 26, 743);191;(1, 1, 16, 7, 191);את;1;7;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(282599, 48, 4);20;כ;791;(1, 1, 16, 74, 791);202;(1, 1, 16, 18, 202);הכוכבים;2;18;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(282599, 48, 4);6;ו;839;(1, 1, 18, 10, 839);213;(1, 1, 18, 3, 213);ובלילה;1;3;ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי טוב
(282599, 48, 4);2;ב;887;(1, 1, 19, 7, 887);224;(1, 1, 19, 2, 224);ערב;3;2;ויהי ערב ויהי בקר יום רביעי
(282599, 48, 4);10;י;935;(1, 1, 20, 33, 935);237;(1, 1, 20, 9, 237);יעופף;1;9;ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף על הארץ על פני רקיע השמים
(282599, 48, 4);40;ם;983;(1, 1, 21, 24, 983);248;(1, 1, 21, 5, 248);הגדלים;6;5;ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב
(282599, 48, 4);10;י;1031;(1, 1, 21, 72, 1031);262;(1, 1, 21, 19, 262);למינהו;3;19;ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב
(282599, 48, 4);400;ת;1079;(1, 1, 22, 31, 1079);274;(1, 1, 22, 8, 274);את;2;8;ויברך אתם אלהים לאמר פרו ורבו ומלאו את המים בימים והעוף ירב בארץ
(282599, 48, 4);200;ר;1127;(1, 1, 24, 5, 1127);286;(1, 1, 24, 1, 286);ויאמר;5;1;ויאמר אלהים תוצא הארץ נפש חיה למינה בהמה ורמש וחיתו ארץ למינה ויהי כן
(282599, 48, 4);5;ה;1175;(1, 1, 24, 53, 1175);298;(1, 1, 24, 13, 298);ויהי;3;13;ויאמר אלהים תוצא הארץ נפש חיה למינה בהמה ורמש וחיתו ארץ למינה ויהי כן
(282599, 48, 4);5;ה;1223;(1, 1, 25, 45, 1223);312;(1, 1, 25, 13, 312);האדמה;1;13;ויעש אלהים את חית הארץ למינה ואת הבהמה למינה ואת כל רמש האדמה למינהו וירא אלהים כי טוב
(282599, 48, 4);20;כ;1271;(1, 1, 26, 24, 1271);323;(1, 1, 26, 6, 323);כדמותנו;1;6;ויאמר אלהים נעשה אדם בצלמנו כדמותנו וירדו בדגת הים ובעוף השמים ובבהמה ובכל הארץ ובכל הרמש הרמש על הארץ
(282599, 48, 4);200;ר;1319;(1, 1, 26, 72, 1319);333;(1, 1, 26, 16, 333);הרמש;2;16;ויאמר אלהים נעשה אדם בצלמנו כדמותנו וירדו בדגת הים ובעוף השמים ובבהמה ובכל הארץ ובכל הרמש הרמש על הארץ
(282599, 48, 4);6;ו;1367;(1, 1, 27, 36, 1367);345;(1, 1, 27, 9, 345);אתו;3;9;ויברא אלהים את האדם בצלמו בצלם אלהים ברא אתו זכר ונקבה ברא אתם
(282599, 48, 4);6;ו;1415;(1, 1, 28, 34, 1415);358;(1, 1, 28, 9, 358);ומלאו;1;9;ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל חיה הרמשת על הארץ
(282599, 48, 4);400;ת;1463;(1, 1, 28, 82, 1463);369;(1, 1, 28, 20, 369);הרמשת;5;20;ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל חיה הרמשת על הארץ
(282599, 48, 4);20;כ;1511;(1, 1, 29, 42, 1511);385;(1, 1, 29, 14, 385);כל;1;14;ויאמר אלהים הנה נתתי לכם את כל עשב זרע זרע אשר על פני כל הארץ ואת כל העץ אשר בו פרי עץ זרע זרע לכם יהיה לאכלה
(282599, 48, 4);400;ת;1559;(1, 1, 30, 7, 1559);400;(1, 1, 30, 2, 400);חית;3;2;ולכל חית הארץ ולכל עוף השמים ולכל רומש על הארץ אשר בו נפש חיה את כל ירק עשב לאכלה ויהי כן
(282599, 48, 4);100;ק;1607;(1, 1, 30, 55, 1607);415;(1, 1, 30, 17, 415);ירק;3;17;ולכל חית הארץ ולכל עוף השמים ולכל רומש על הארץ אשר בו נפש חיה את כל ירק עשב לאכלה ויהי כן
(282599, 48, 4);70;ע;1655;(1, 1, 31, 34, 1655);430;(1, 1, 31, 11, 430);ערב;1;11;וירא אלהים את כל אשר עשה והנה טוב מאד ויהי ערב ויהי בקר יום הששי
(282599, 48, 4);2;ב;1703;(1, 2, 2, 10, 1703);442;(1, 2, 2, 3, 442);ביום;1;3;ויכל אלהים ביום השביעי מלאכתו אשר עשה וישבת ביום השביעי מכל מלאכתו אשר עשה
(282599, 48, 4);200;ר;1751;(1, 2, 2, 58, 1751);452;(1, 2, 2, 13, 452);אשר;3;13;ויכל אלהים ביום השביעי מלאכתו אשר עשה וישבת ביום השביעי מכל מלאכתו אשר עשה
(282599, 48, 4);6;ו;1799;(1, 2, 3, 45, 1799);465;(1, 2, 3, 12, 465);מלאכתו;6;12;ויברך אלהים את יום השביעי ויקדש אתו כי בו שבת מכל מלאכתו אשר ברא אלהים לעשות
(282599, 48, 4);6;ו;1847;(1, 2, 4, 32, 1847);476;(1, 2, 4, 7, 476);עשות;3;7;אלה תולדות השמים והארץ בהבראם ביום עשות יהוה אלהים ארץ ושמים
(282599, 48, 4);4;ד;1895;(1, 2, 5, 30, 1895);489;(1, 2, 5, 9, 489);השדה;3;9;וכל שיח השדה טרם יהיה בארץ וכל עשב השדה טרם יצמח כי לא המטיר יהוה אלהים על הארץ ואדם אין לעבד את האדמה
(282599, 48, 4);4;ד;1943;(1, 2, 5, 78, 1943);503;(1, 2, 5, 23, 503);האדמה;3;23;וכל שיח השדה טרם יהיה בארץ וכל עשב השדה טרם יצמח כי לא המטיר יהוה אלהים על הארץ ואדם אין לעבד את האדמה
