(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(12277, 71, 4);10;י;65;(1, 1, 2, 37, 65);17;(1, 1, 2, 10, 17);אלהים;4;10;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(12277, 71, 4);50;ן;136;(1, 1, 4, 33, 136);36;(1, 1, 4, 9, 36);בין;3;9;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(12277, 71, 4);40;ם;207;(1, 1, 6, 10, 207);54;(1, 1, 6, 2, 54);אלהים;5;2;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(12277, 71, 4);200;ר;278;(1, 1, 7, 37, 278);73;(1, 1, 7, 10, 73);לרקיע;2;10;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(12277, 71, 4);40;מ;349;(1, 1, 9, 4, 349);91;(1, 1, 9, 1, 91);ויאמר;4;1;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(12277, 71, 4);6;ו;420;(1, 1, 10, 23, 420);108;(1, 1, 10, 5, 108);ולמקוה;5;5;ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(12277, 71, 4);40;מ;491;(1, 1, 11, 45, 491);128;(1, 1, 11, 13, 128);למינו;2;13;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(12277, 71, 4);6;ו;562;(1, 1, 12, 47, 562);148;(1, 1, 12, 13, 148);בו;2;13;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(12277, 71, 4);5;ה;633;(1, 1, 14, 29, 633);166;(1, 1, 14, 7, 166);להבדיל;2;7;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(12277, 71, 4);10;י;704;(1, 1, 15, 24, 704);180;(1, 1, 15, 5, 180);להאיר;4;5;והיו למאורת ברקיע השמים להאיר על הארץ ויהי כן
(12277, 71, 4);50;ן;775;(1, 1, 16, 58, 775);198;(1, 1, 16, 14, 198);הקטן;4;14;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(12277, 71, 4);30;ל;846;(1, 1, 18, 17, 846);214;(1, 1, 18, 4, 214);ולהבדיל;2;4;ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי טוב
(12277, 71, 4);6;ו;917;(1, 1, 20, 15, 917);231;(1, 1, 20, 3, 231);ישרצו;5;3;ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף על הארץ על פני רקיע השמים
(12277, 71, 4);30;ל;988;(1, 1, 21, 29, 988);250;(1, 1, 21, 7, 250);כל;2;7;ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב
(12277, 71, 4);5;ה;1059;(1, 1, 22, 11, 1059);269;(1, 1, 22, 3, 269);אלהים;3;3;ויברך אתם אלהים לאמר פרו ורבו ומלאו את המים בימים והעוף ירב בארץ
(12277, 71, 4);5;ה;1130;(1, 1, 24, 8, 1130);287;(1, 1, 24, 2, 287);אלהים;3;2;ויאמר אלהים תוצא הארץ נפש חיה למינה בהמה ורמש וחיתו ארץ למינה ויהי כן
(12277, 71, 4);5;ה;1201;(1, 1, 25, 23, 1201);305;(1, 1, 25, 6, 305);למינה;5;6;ויעש אלהים את חית הארץ למינה ואת הבהמה למינה ואת כל רמש האדמה למינהו וירא אלהים כי טוב
(12277, 71, 4);4;ד;1272;(1, 1, 26, 25, 1272);323;(1, 1, 26, 6, 323);כדמותנו;2;6;ויאמר אלהים נעשה אדם בצלמנו כדמותנו וירדו בדגת הים ובעוף השמים ובבהמה ובכל הארץ ובכל הרמש הרמש על הארץ
(12277, 71, 4);400;ת;1343;(1, 1, 27, 12, 1343);339;(1, 1, 27, 3, 339);את;2;3;ויברא אלהים את האדם בצלמו בצלם אלהים ברא אתו זכר ונקבה ברא אתם
(12277, 71, 4);6;ו;1414;(1, 1, 28, 33, 1414);357;(1, 1, 28, 8, 357);ורבו;4;8;ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל חיה הרמשת על הארץ
(12277, 71, 4);400;ת;1485;(1, 1, 29, 16, 1485);375;(1, 1, 29, 4, 375);נתתי;3;4;ויאמר אלהים הנה נתתי לכם את כל עשב זרע זרע אשר על פני כל הארץ ואת כל העץ אשר בו פרי עץ זרע זרע לכם יהיה לאכלה
(12277, 71, 4);30;ל;1556;(1, 1, 30, 4, 1556);399;(1, 1, 30, 1, 399);ולכל;4;1;ולכל חית הארץ ולכל עוף השמים ולכל רומש על הארץ אשר בו נפש חיה את כל ירק עשב לאכלה ויהי כן
(12277, 71, 4);30;ל;1627;(1, 1, 31, 6, 1627);421;(1, 1, 31, 2, 421);אלהים;2;2;וירא אלהים את כל אשר עשה והנה טוב מאד ויהי ערב ויהי בקר יום הששי
(12277, 71, 4);1;א;1698;(1, 2, 2, 5, 1698);441;(1, 2, 2, 2, 441);אלהים;1;2;ויכל אלהים ביום השביעי מלאכתו אשר עשה וישבת ביום השביעי מכל מלאכתו אשר עשה
