(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(288831, -75, 4);400;ת;6;(1, 1, 1, 6, 6);1;(1, 1, 1, 1, 1);בראשית;6;1;בראשית ברא אלהים את השמים ואת הארץ
(288831, -75, 4);6;ו;81;(1, 1, 3, 1, 81);22;(1, 1, 3, 1, 22);ויאמר;1;1;ויאמר אלהים יהי אור ויהי אור
(288831, -75, 4);5;ה;156;(1, 1, 5, 8, 156);41;(1, 1, 5, 2, 41);אלהים;3;2;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(288831, -75, 4);30;ל;231;(1, 1, 6, 34, 231);60;(1, 1, 6, 8, 60);מבדיל;5;8;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(288831, -75, 4);50;ן;306;(1, 1, 7, 65, 306);80;(1, 1, 7, 17, 80);כן;2;17;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(288831, -75, 4);4;ד;381;(1, 1, 9, 36, 381);99;(1, 1, 9, 9, 99);אחד;3;9;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(288831, -75, 4);40;ם;456;(1, 1, 11, 10, 456);117;(1, 1, 11, 2, 117);אלהים;5;2;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(288831, -75, 4);40;מ;531;(1, 1, 12, 16, 531);140;(1, 1, 12, 5, 140);מזריע;1;5;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(288831, -75, 4);10;י;606;(1, 1, 14, 2, 606);160;(1, 1, 14, 1, 160);ויאמר;2;1;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(288831, -75, 4);6;ו;681;(1, 1, 15, 1, 681);176;(1, 1, 15, 1, 176);והיו;1;1;והיו למאורת ברקיע השמים להאיר על הארץ ויהי כן
(288831, -75, 4);40;מ;756;(1, 1, 16, 39, 756);194;(1, 1, 16, 10, 194);לממשלת;3;10;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(288831, -75, 4);30;ל;831;(1, 1, 18, 2, 831);211;(1, 1, 18, 1, 211);ולמשל;2;1;ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי טוב
(288831, -75, 4);40;מ;906;(1, 1, 20, 4, 906);229;(1, 1, 20, 1, 229);ויאמר;4;1;ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף על הארץ על פני רקיע השמים
(288831, -75, 4);30;ל;981;(1, 1, 21, 22, 981);248;(1, 1, 21, 5, 248);הגדלים;4;5;ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב
(288831, -75, 4);40;ם;1056;(1, 1, 22, 8, 1056);268;(1, 1, 22, 2, 268);אתם;3;2;ויברך אתם אלהים לאמר פרו ורבו ומלאו את המים בימים והעוף ירב בארץ
(288831, -75, 4);10;י;1131;(1, 1, 24, 9, 1131);287;(1, 1, 24, 2, 287);אלהים;4;2;ויאמר אלהים תוצא הארץ נפש חיה למינה בהמה ורמש וחיתו ארץ למינה ויהי כן
(288831, -75, 4);2;ב;1206;(1, 1, 25, 28, 1206);307;(1, 1, 25, 8, 307);הבהמה;2;8;ויעש אלהים את חית הארץ למינה ואת הבהמה למינה ואת כל רמש האדמה למינהו וירא אלהים כי טוב
(288831, -75, 4);4;ד;1281;(1, 1, 26, 34, 1281);324;(1, 1, 26, 7, 324);וירדו;4;7;ויאמר אלהים נעשה אדם בצלמנו כדמותנו וירדו בדגת הים ובעוף השמים ובבהמה ובכל הארץ ובכל הרמש הרמש על הארץ
(288831, -75, 4);40;ם;1356;(1, 1, 27, 25, 1356);342;(1, 1, 27, 6, 342);בצלם;4;6;ויברא אלהים את האדם בצלמו בצלם אלהים ברא אתו זכר ונקבה ברא אתם
(288831, -75, 4);6;ו;1431;(1, 1, 28, 50, 1431);362;(1, 1, 28, 13, 362);ורדו;1;13;ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל חיה הרמשת על הארץ
(288831, -75, 4);70;ע;1506;(1, 1, 29, 37, 1506);383;(1, 1, 29, 12, 383);על;1;12;ויאמר אלהים הנה נתתי לכם את כל עשב זרע זרע אשר על פני כל הארץ ואת כל העץ אשר בו פרי עץ זרע זרע לכם יהיה לאכלה
(288831, -75, 4);6;ו;1581;(1, 1, 30, 29, 1581);406;(1, 1, 30, 8, 406);רומש;2;8;ולכל חית הארץ ולכל עוף השמים ולכל רומש על הארץ אשר בו נפש חיה את כל ירק עשב לאכלה ויהי כן
(288831, -75, 4);200;ר;1656;(1, 1, 31, 35, 1656);430;(1, 1, 31, 11, 430);ערב;2;11;וירא אלהים את כל אשר עשה והנה טוב מאד ויהי ערב ויהי בקר יום הששי
(288831, -75, 4);10;י;1731;(1, 2, 2, 38, 1731);448;(1, 2, 2, 9, 448);ביום;2;9;ויכל אלהים ביום השביעי מלאכתו אשר עשה וישבת ביום השביעי מכל מלאכתו אשר עשה
(288831, -75, 4);1;א;1806;(1, 2, 3, 52, 1806);468;(1, 2, 3, 15, 468);אלהים;1;15;ויברך אלהים את יום השביעי ויקדש אתו כי בו שבת מכל מלאכתו אשר ברא אלהים לעשות
(288831, -75, 4);10;י;1881;(1, 2, 5, 16, 1881);485;(1, 2, 5, 5, 485);יהיה;3;5;וכל שיח השדה טרם יהיה בארץ וכל עשב השדה טרם יצמח כי לא המטיר יהוה אלהים על הארץ ואדם אין לעבד את האדמה
