(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(67953, -64, 4);70;ע;49;(1, 1, 2, 21, 49);13;(1, 1, 2, 6, 13);על;1;6;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(67953, -64, 4);1;א;113;(1, 1, 4, 10, 113);30;(1, 1, 4, 3, 30);את;1;3;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(67953, -64, 4);5;ה;177;(1, 1, 5, 29, 177);46;(1, 1, 5, 7, 46);לילה;4;7;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(67953, -64, 4);40;ם;241;(1, 1, 6, 44, 241);63;(1, 1, 6, 11, 63);למים;4;11;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(67953, -64, 4);20;כ;305;(1, 1, 7, 64, 305);80;(1, 1, 7, 17, 80);כן;1;17;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(67953, -64, 4);300;ש;369;(1, 1, 9, 24, 369);96;(1, 1, 9, 6, 96);השמים;2;6;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(67953, -64, 4);6;ו;433;(1, 1, 10, 36, 433);112;(1, 1, 10, 9, 112);וירא;1;9;ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(67953, -64, 4);200;ר;497;(1, 1, 11, 51, 497);129;(1, 1, 11, 14, 129);אשר;3;14;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(67953, -64, 4);2;ב;561;(1, 1, 12, 46, 561);148;(1, 1, 12, 13, 148);בו;1;13;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(67953, -64, 4);10;י;625;(1, 1, 14, 21, 625);164;(1, 1, 14, 5, 164);ברקיע;4;5;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(67953, -64, 4);200;ר;689;(1, 1, 15, 9, 689);177;(1, 1, 15, 2, 177);למאורת;5;2;והיו למאורת ברקיע השמים להאיר על הארץ ויהי כן
(67953, -64, 4);30;ל;753;(1, 1, 16, 36, 753);193;(1, 1, 16, 9, 193);הגדל;4;9;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(67953, -64, 4);10;י;817;(1, 1, 17, 21, 817);207;(1, 1, 17, 5, 207);השמים;4;5;ויתן אתם אלהים ברקיע השמים להאיר על הארץ
(67953, -64, 4);6;ו;881;(1, 1, 19, 1, 881);223;(1, 1, 19, 1, 223);ויהי;1;1;ויהי ערב ויהי בקר יום רביעי
(67953, -64, 4);90;ץ;945;(1, 1, 20, 43, 945);239;(1, 1, 20, 11, 239);הארץ;4;11;ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף על הארץ על פני רקיע השמים
