(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(24602, -21, 4);30;ל;11;(1, 1, 1, 11, 11);3;(1, 1, 1, 3, 3);אלהים;2;3;בראשית ברא אלהים את השמים ואת הארץ
(24602, -21, 4);200;ר;32;(1, 1, 2, 4, 32);8;(1, 1, 2, 1, 8);והארץ;4;1;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(24602, -21, 4);10;י;53;(1, 1, 2, 25, 53);14;(1, 1, 2, 7, 14);פני;3;7;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(24602, -21, 4);80;פ;74;(1, 1, 2, 46, 74);20;(1, 1, 2, 13, 20);פני;1;13;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(24602, -21, 4);6;ו;95;(1, 1, 3, 15, 95);25;(1, 1, 3, 4, 25);אור;2;4;ויאמר אלהים יהי אור ויהי אור
(24602, -21, 4);1;א;116;(1, 1, 4, 13, 116);31;(1, 1, 4, 4, 31);האור;2;4;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(24602, -21, 4);5;ה;137;(1, 1, 4, 34, 137);37;(1, 1, 4, 10, 37);האור;1;10;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(24602, -21, 4);40;ם;158;(1, 1, 5, 10, 158);41;(1, 1, 5, 2, 41);אלהים;5;2;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(24602, -21, 4);10;י;179;(1, 1, 5, 31, 179);47;(1, 1, 5, 8, 47);ויהי;2;8;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(24602, -21, 4);1;א;200;(1, 1, 6, 3, 200);53;(1, 1, 6, 1, 53);ויאמר;3;1;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
