(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(149309, 68, 4);70;ע;49;(1, 1, 2, 21, 49);13;(1, 1, 2, 6, 13);על;1;6;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(149309, 68, 4);6;ו;117;(1, 1, 4, 14, 117);31;(1, 1, 4, 4, 31);האור;3;4;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(149309, 68, 4);6;ו;185;(1, 1, 5, 37, 185);49;(1, 1, 5, 10, 49);ויהי;1;10;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(149309, 68, 4);5;ה;253;(1, 1, 7, 12, 253);67;(1, 1, 7, 4, 67);הרקיע;1;4;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(149309, 68, 4);70;ע;321;(1, 1, 8, 15, 321);83;(1, 1, 8, 3, 83);לרקיע;5;3;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(149309, 68, 4);2;ב;389;(1, 1, 9, 44, 389);101;(1, 1, 9, 11, 101);היבשה;3;11;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(149309, 68, 4);400;ת;457;(1, 1, 11, 11, 457);118;(1, 1, 11, 3, 118);תדשא;1;3;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(149309, 68, 4);4;ד;525;(1, 1, 12, 10, 525);138;(1, 1, 12, 3, 138);דשא;1;3;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(149309, 68, 4);10;י;593;(1, 1, 13, 11, 593);156;(1, 1, 13, 3, 156);ויהי;4;3;ויהי ערב ויהי בקר יום שלישי
(149309, 68, 4);400;ת;661;(1, 1, 14, 57, 661);172;(1, 1, 14, 13, 172);לאתת;4;13;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(149309, 68, 4);300;ש;729;(1, 1, 16, 12, 729);188;(1, 1, 16, 4, 188);שני;1;4;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(149309, 68, 4);6;ו;797;(1, 1, 17, 1, 797);203;(1, 1, 17, 1, 203);ויתן;1;1;ויתן אתם אלהים ברקיע השמים להאיר על הארץ
(149309, 68, 4);300;ש;865;(1, 1, 18, 36, 865);218;(1, 1, 18, 8, 218);החשך;3;8;ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי טוב
(149309, 68, 4);6;ו;933;(1, 1, 20, 31, 933);236;(1, 1, 20, 8, 236);ועוף;3;8;ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף על הארץ על פני רקיע השמים
(149309, 68, 4);1;א;1001;(1, 1, 21, 42, 1001);254;(1, 1, 21, 11, 254);אשר;1;11;ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב
(149309, 68, 4);6;ו;1069;(1, 1, 22, 21, 1069);272;(1, 1, 22, 6, 272);ורבו;1;6;ויברך אתם אלהים לאמר פרו ורבו ומלאו את המים בימים והעוף ירב בארץ
(149309, 68, 4);5;ה;1137;(1, 1, 24, 15, 1137);289;(1, 1, 24, 4, 289);הארץ;1;4;ויאמר אלהים תוצא הארץ נפש חיה למינה בהמה ורמש וחיתו ארץ למינה ויהי כן
(149309, 68, 4);5;ה;1205;(1, 1, 25, 27, 1205);307;(1, 1, 25, 8, 307);הבהמה;1;8;ויעש אלהים את חית הארץ למינה ואת הבהמה למינה ואת כל רמש האדמה למינהו וירא אלהים כי טוב
