(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(140449, 82, 4);10;י;65;(1, 1, 2, 37, 65);17;(1, 1, 2, 10, 17);אלהים;4;10;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(140449, 82, 4);300;ש;147;(1, 1, 4, 44, 147);39;(1, 1, 4, 12, 39);החשך;3;12;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(140449, 82, 4);4;ד;229;(1, 1, 6, 32, 229);60;(1, 1, 6, 8, 60);מבדיל;3;8;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(140449, 82, 4);1;א;311;(1, 1, 8, 5, 311);81;(1, 1, 8, 1, 81);ויקרא;5;1;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(140449, 82, 4);10;י;393;(1, 1, 9, 48, 393);102;(1, 1, 9, 12, 102);ויהי;2;12;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(140449, 82, 4);70;ע;475;(1, 1, 11, 29, 475);122;(1, 1, 11, 7, 122);מזריע;5;7;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(140449, 82, 4);7;ז;557;(1, 1, 12, 42, 557);147;(1, 1, 12, 12, 147);זרעו;1;12;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(140449, 82, 4);10;י;639;(1, 1, 14, 35, 639);167;(1, 1, 14, 8, 167);בין;2;8;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(140449, 82, 4);300;ש;721;(1, 1, 16, 4, 721);185;(1, 1, 16, 1, 185);ויעש;4;1;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(140449, 82, 4);40;ם;803;(1, 1, 17, 7, 803);204;(1, 1, 17, 2, 204);אתם;3;2;ויתן אתם אלהים ברקיע השמים להאיר על הארץ
(140449, 82, 4);70;ע;885;(1, 1, 19, 5, 885);224;(1, 1, 19, 2, 224);ערב;1;2;ויהי ערב ויהי בקר יום רביעי
(140449, 82, 4);5;ה;967;(1, 1, 21, 8, 967);245;(1, 1, 21, 2, 245);אלהים;3;2;ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב
(140449, 82, 4);6;ו;1049;(1, 1, 22, 1, 1049);267;(1, 1, 22, 1, 267);ויברך;1;1;ויברך אתם אלהים לאמר פרו ורבו ומלאו את המים בימים והעוף ירב בארץ
(140449, 82, 4);10;י;1131;(1, 1, 24, 9, 1131);287;(1, 1, 24, 2, 287);אלהים;4;2;ויאמר אלהים תוצא הארץ נפש חיה למינה בהמה ורמש וחיתו ארץ למינה ויהי כן
(140449, 82, 4);50;נ;1213;(1, 1, 25, 35, 1213);308;(1, 1, 25, 9, 308);למינה;4;9;ויעש אלהים את חית הארץ למינה ואת הבהמה למינה ואת כל רמש האדמה למינהו וירא אלהים כי טוב
(140449, 82, 4);5;ה;1295;(1, 1, 26, 48, 1295);328;(1, 1, 26, 11, 328);השמים;1;11;ויאמר אלהים נעשה אדם בצלמנו כדמותנו וירדו בדגת הים ובעוף השמים ובבהמה ובכל הארץ ובכל הרמש הרמש על הארץ
