(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(237133, -85, 4);200;ר;68;(1, 1, 2, 40, 68);18;(1, 1, 2, 11, 18);מרחפת;2;11;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(237133, -85, 4);1;א;153;(1, 1, 5, 5, 153);40;(1, 1, 5, 1, 40);ויקרא;5;1;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(237133, -85, 4);30;ל;238;(1, 1, 6, 41, 238);63;(1, 1, 6, 11, 63);למים;1;11;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(237133, -85, 4);40;מ;323;(1, 1, 8, 17, 323);84;(1, 1, 8, 4, 84);שמים;2;4;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(237133, -85, 4);30;ל;408;(1, 1, 10, 11, 408);106;(1, 1, 10, 3, 106);ליבשה;1;3;ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(237133, -85, 4);50;נ;493;(1, 1, 11, 47, 493);128;(1, 1, 11, 13, 128);למינו;4;13;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(237133, -85, 4);20;כ;578;(1, 1, 12, 63, 578);152;(1, 1, 12, 17, 152);כי;1;17;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(237133, -85, 4);30;ל;663;(1, 1, 14, 59, 663);173;(1, 1, 14, 14, 173);ולמועדים;2;14;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(237133, -85, 4);6;ו;748;(1, 1, 16, 31, 748);192;(1, 1, 16, 8, 192);המאור;4;8;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(237133, -85, 4);300;ש;833;(1, 1, 18, 4, 833);211;(1, 1, 18, 1, 211);ולמשל;4;1;ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי טוב
