(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(195070, -26, 4);300;ש;18;(1, 1, 1, 18, 18);5;(1, 1, 1, 5, 5);השמים;2;5;בראשית ברא אלהים את השמים ואת הארץ
(195070, -26, 4);6;ו;44;(1, 1, 2, 16, 44);11;(1, 1, 2, 4, 11);ובהו;4;4;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(195070, -26, 4);80;פ;70;(1, 1, 2, 42, 70);18;(1, 1, 2, 11, 18);מרחפת;4;11;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(195070, -26, 4);200;ר;96;(1, 1, 3, 16, 96);25;(1, 1, 3, 4, 25);אור;3;4;ויאמר אלהים יהי אור ויהי אור
(195070, -26, 4);6;ו;122;(1, 1, 4, 19, 122);33;(1, 1, 4, 6, 33);טוב;2;6;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(195070, -26, 4);20;ך;148;(1, 1, 4, 45, 148);39;(1, 1, 4, 12, 39);החשך;4;12;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(195070, -26, 4);30;ל;174;(1, 1, 5, 26, 174);46;(1, 1, 5, 7, 46);לילה;1;7;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(195070, -26, 4);1;א;200;(1, 1, 6, 3, 200);53;(1, 1, 6, 1, 53);ויאמר;3;1;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(195070, -26, 4);10;י;226;(1, 1, 6, 29, 226);59;(1, 1, 6, 7, 59);ויהי;4;7;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(195070, -26, 4);400;ת;252;(1, 1, 7, 11, 252);66;(1, 1, 7, 3, 66);את;2;3;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(195070, -26, 4);200;ר;278;(1, 1, 7, 37, 278);73;(1, 1, 7, 10, 73);לרקיע;2;10;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(195070, -26, 4);10;י;304;(1, 1, 7, 63, 304);79;(1, 1, 7, 16, 79);ויהי;4;16;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(195070, -26, 4);70;ע;330;(1, 1, 8, 24, 330);86;(1, 1, 8, 6, 86);ערב;1;6;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(195070, -26, 4);10;י;356;(1, 1, 9, 11, 356);93;(1, 1, 9, 3, 93);יקוו;1;3;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(195070, -26, 4);6;ו;382;(1, 1, 9, 37, 382);100;(1, 1, 9, 10, 100);ותראה;1;10;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(195070, -26, 4);30;ל;408;(1, 1, 10, 11, 408);106;(1, 1, 10, 3, 106);ליבשה;1;3;ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(195070, -26, 4);10;י;434;(1, 1, 10, 37, 434);112;(1, 1, 10, 9, 112);וירא;2;9;ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(195070, -26, 4);1;א;460;(1, 1, 11, 14, 460);118;(1, 1, 11, 3, 118);תדשא;4;3;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(195070, -26, 4);5;ה;486;(1, 1, 11, 40, 486);126;(1, 1, 11, 11, 126);עשה;3;11;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(195070, -26, 4);5;ה;512;(1, 1, 11, 66, 512);134;(1, 1, 11, 19, 134);ויהי;3;19;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(195070, -26, 4);70;ע;538;(1, 1, 12, 23, 538);141;(1, 1, 12, 6, 141);זרע;3;6;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(195070, -26, 4);40;מ;564;(1, 1, 12, 49, 564);149;(1, 1, 12, 14, 149);למינהו;2;14;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(195070, -26, 4);6;ו;590;(1, 1, 13, 8, 590);156;(1, 1, 13, 3, 156);ויהי;1;3;ויהי ערב ויהי בקר יום שלישי
(195070, -26, 4);5;ה;616;(1, 1, 14, 12, 616);162;(1, 1, 14, 3, 162);יהי;2;3;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(195070, -26, 4);10;י;642;(1, 1, 14, 38, 642);168;(1, 1, 14, 9, 168);היום;2;9;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(195070, -26, 4);10;י;668;(1, 1, 14, 64, 668);173;(1, 1, 14, 14, 173);ולמועדים;7;14;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(195070, -26, 4);10;י;694;(1, 1, 15, 14, 694);178;(1, 1, 15, 3, 178);ברקיע;4;3;והיו למאורת ברקיע השמים להאיר על הארץ ויהי כן
(195070, -26, 4);70;ע;720;(1, 1, 16, 3, 720);185;(1, 1, 16, 1, 185);ויעש;3;1;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(195070, -26, 4);40;מ;746;(1, 1, 16, 29, 746);192;(1, 1, 16, 8, 192);המאור;2;8;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(195070, -26, 4);5;ה;772;(1, 1, 16, 55, 772);198;(1, 1, 16, 14, 198);הקטן;1;14;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(195070, -26, 4);10;י;798;(1, 1, 17, 2, 798);203;(1, 1, 17, 1, 203);ויתן;2;1;ויתן אתם אלהים ברקיע השמים להאיר על הארץ
(195070, -26, 4);70;ע;824;(1, 1, 17, 28, 824);209;(1, 1, 17, 7, 209);על;1;7;ויתן אתם אלהים ברקיע השמים להאיר על הארץ
