(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(213430, 67, 4);10;י;35;(1, 1, 2, 7, 35);9;(1, 1, 2, 2, 9);היתה;2;2;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(213430, 67, 4);6;ו;102;(1, 1, 3, 22, 102);27;(1, 1, 3, 6, 27);אור;2;6;ויאמר אלהים יהי אור ויהי אור
(213430, 67, 4);300;ש;169;(1, 1, 5, 21, 169);44;(1, 1, 5, 5, 44);ולחשך;4;5;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(213430, 67, 4);10;י;236;(1, 1, 6, 39, 236);62;(1, 1, 6, 10, 62);מים;2;10;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(213430, 67, 4);5;ה;303;(1, 1, 7, 62, 303);79;(1, 1, 7, 16, 79);ויהי;3;16;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(213430, 67, 4);40;מ;370;(1, 1, 9, 25, 370);96;(1, 1, 9, 6, 96);השמים;3;6;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(213430, 67, 4);1;א;437;(1, 1, 10, 40, 437);113;(1, 1, 10, 10, 113);אלהים;1;10;ויקרא אלהים ליבשה ארץ ולמקוה המים קרא ימים וירא אלהים כי טוב
(213430, 67, 4);70;ע;504;(1, 1, 11, 58, 504);132;(1, 1, 11, 17, 132);על;1;17;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(213430, 67, 4);200;ר;571;(1, 1, 12, 56, 571);150;(1, 1, 12, 15, 150);וירא;3;15;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(213430, 67, 4);2;ב;638;(1, 1, 14, 34, 638);167;(1, 1, 14, 8, 167);בין;1;8;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
