(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(149710, 30, 4);1;א;10;(1, 1, 1, 10, 10);3;(1, 1, 1, 3, 3);אלהים;1;3;בראשית ברא אלהים את השמים ואת הארץ
(149710, 30, 4);6;ו;40;(1, 1, 2, 12, 40);10;(1, 1, 2, 3, 10);תהו;3;3;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(149710, 30, 4);80;פ;70;(1, 1, 2, 42, 70);18;(1, 1, 2, 11, 18);מרחפת;4;11;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(149710, 30, 4);10;י;100;(1, 1, 3, 20, 100);26;(1, 1, 3, 5, 26);ויהי;4;5;ויאמר אלהים יהי אור ויהי אור
(149710, 30, 4);30;ל;130;(1, 1, 4, 27, 130);35;(1, 1, 4, 8, 35);אלהים;2;8;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(149710, 30, 4);1;א;160;(1, 1, 5, 12, 160);42;(1, 1, 5, 3, 42);לאור;2;3;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(149710, 30, 4);100;ק;190;(1, 1, 5, 42, 190);50;(1, 1, 5, 11, 50);בקר;2;11;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(149710, 30, 4);40;מ;220;(1, 1, 6, 23, 220);58;(1, 1, 6, 6, 58);המים;2;6;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(149710, 30, 4);40;ם;250;(1, 1, 7, 9, 250);65;(1, 1, 7, 2, 65);אלהים;5;2;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(149710, 30, 4);10;י;280;(1, 1, 7, 39, 280);73;(1, 1, 7, 10, 73);לרקיע;4;10;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
