(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(141419, -82, 4);80;פ;51;(1, 1, 2, 23, 51);14;(1, 1, 2, 7, 14);פני;1;7;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(141419, -82, 4);40;ם;133;(1, 1, 4, 30, 133);35;(1, 1, 4, 8, 35);אלהים;5;8;וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך
(141419, -82, 4);2;ב;215;(1, 1, 6, 18, 215);57;(1, 1, 6, 5, 57);בתוך;1;5;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(141419, -82, 4);200;ר;297;(1, 1, 7, 56, 297);78;(1, 1, 7, 15, 78);לרקיע;2;15;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(141419, -82, 4);1;א;379;(1, 1, 9, 34, 379);99;(1, 1, 9, 9, 99);אחד;1;9;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(141419, -82, 4);5;ה;461;(1, 1, 11, 15, 461);119;(1, 1, 11, 4, 119);הארץ;1;4;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(141419, -82, 4);5;ה;543;(1, 1, 12, 28, 543);142;(1, 1, 12, 7, 142);למינהו;5;7;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(141419, -82, 4);10;י;625;(1, 1, 14, 21, 625);164;(1, 1, 14, 5, 164);ברקיע;4;5;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(141419, -82, 4);30;ל;707;(1, 1, 15, 27, 707);181;(1, 1, 15, 6, 181);על;2;6;והיו למאורת ברקיע השמים להאיר על הארץ ויהי כן
(141419, -82, 4);400;ת;789;(1, 1, 16, 72, 789);201;(1, 1, 16, 17, 201);ואת;3;17;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(141419, -82, 4);1;א;871;(1, 1, 18, 42, 871);220;(1, 1, 18, 10, 220);אלהים;1;10;ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי טוב
(141419, -82, 4);10;י;953;(1, 1, 20, 51, 953);242;(1, 1, 20, 14, 242);רקיע;3;14;ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף על הארץ על פני רקיע השמים
(141419, -82, 4);6;ו;1035;(1, 1, 21, 76, 1035);263;(1, 1, 21, 20, 263);וירא;1;20;ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב
(141419, -82, 4);40;ם;1117;(1, 1, 23, 17, 1117);284;(1, 1, 23, 5, 284);יום;3;5;ויהי ערב ויהי בקר יום חמישי
(141419, -82, 4);10;י;1199;(1, 1, 25, 21, 1199);305;(1, 1, 25, 6, 305);למינה;3;6;ויעש אלהים את חית הארץ למינה ואת הבהמה למינה ואת כל רמש האדמה למינהו וירא אלהים כי טוב
(141419, -82, 4);4;ד;1281;(1, 1, 26, 34, 1281);324;(1, 1, 26, 7, 324);וירדו;4;7;ויאמר אלהים נעשה אדם בצלמנו כדמותנו וירדו בדגת הים ובעוף השמים ובבהמה ובכל הארץ ובכל הרמש הרמש על הארץ
(141419, -82, 4);200;ר;1363;(1, 1, 27, 32, 1363);344;(1, 1, 27, 8, 344);ברא;2;8;ויברא אלהים את האדם בצלמו בצלם אלהים ברא אתו זכר ונקבה ברא אתם
(141419, -82, 4);6;ו;1445;(1, 1, 28, 64, 1445);365;(1, 1, 28, 16, 365);ובעוף;4;16;ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל חיה הרמשת על הארץ
(141419, -82, 4);200;ר;1527;(1, 1, 29, 58, 1527);390;(1, 1, 29, 19, 390);אשר;3;19;ויאמר אלהים הנה נתתי לכם את כל עשב זרע זרע אשר על פני כל הארץ ואת כל העץ אשר בו פרי עץ זרע זרע לכם יהיה לאכלה
(141419, -82, 4);300;ש;1609;(1, 1, 30, 57, 1609);416;(1, 1, 30, 18, 416);עשב;2;18;ולכל חית הארץ ולכל עוף השמים ולכל רומש על הארץ אשר בו נפש חיה את כל ירק עשב לאכלה ויהי כן
(141419, -82, 4);2;ב;1691;(1, 2, 1, 20, 1691);439;(1, 2, 1, 5, 439);צבאם;2;5;ויכלו השמים והארץ וכל צבאם
(141419, -82, 4);10;י;1773;(1, 2, 3, 19, 1773);458;(1, 2, 3, 5, 458);השביעי;4;5;ויברך אלהים את יום השביעי ויקדש אתו כי בו שבת מכל מלאכתו אשר ברא אלהים לעשות
(141419, -82, 4);5;ה;1855;(1, 2, 4, 40, 1855);478;(1, 2, 4, 9, 478);אלהים;3;9;אלה תולדות השמים והארץ בהבראם ביום עשות יהוה אלהים ארץ ושמים
(141419, -82, 4);2;ב;1937;(1, 2, 5, 72, 1937);501;(1, 2, 5, 21, 501);לעבד;3;21;וכל שיח השדה טרם יהיה בארץ וכל עשב השדה טרם יצמח כי לא המטיר יהוה אלהים על הארץ ואדם אין לעבד את האדמה
(141419, -82, 4);8;ח;2019;(1, 2, 7, 44, 2019);524;(1, 2, 7, 12, 524);חיים;1;12;וייצר יהוה אלהים את האדם עפר מן האדמה ויפח באפיו נשמת חיים ויהי האדם לנפש חיה
(141419, -82, 4);30;ל;2101;(1, 2, 9, 23, 2101);546;(1, 2, 9, 6, 546);כל;2;6;ויצמח יהוה אלהים מן האדמה כל עץ נחמד למראה וטוב למאכל ועץ החיים בתוך הגן ועץ הדעת טוב ורע
(141419, -82, 4);5;ה;2183;(1, 2, 10, 34, 2183);568;(1, 2, 10, 9, 568);והיה;4;9;ונהר יצא מעדן להשקות את הגן ומשם יפרד והיה לארבעה ראשים
(141419, -82, 4);6;ו;2265;(1, 2, 13, 1, 2265);591;(1, 2, 13, 1, 591);ושם;1;1;ושם הנהר השני גיחון הוא הסובב את כל ארץ כוש
(141419, -82, 4);400;ת;2347;(1, 2, 14, 49, 2347);612;(1, 2, 14, 12, 612);פרת;3;12;ושם הנהר השלישי חדקל הוא ההלך קדמת אשור והנהר הרביעי הוא פרת
(141419, -82, 4);40;מ;2429;(1, 2, 17, 2, 2429);634;(1, 2, 17, 1, 634);ומעץ;2;1;ומעץ הדעת טוב ורע לא תאכל ממנו כי ביום אכלך ממנו מות תמות
(141419, -82, 4);7;ז;2511;(1, 2, 18, 39, 2511);657;(1, 2, 18, 11, 657);עזר;2;11;ויאמר יהוה אלהים לא טוב היות האדם לבדו אעשה לו עזר כנגדו
(141419, -82, 4);30;ל;2593;(1, 2, 19, 76, 2593);681;(1, 2, 19, 23, 681);לו;1;23;ויצר יהוה אלהים מן האדמה כל חית השדה ואת כל עוף השמים ויבא אל האדם לראות מה יקרא לו וכל אשר יקרא לו האדם נפש חיה הוא שמו
(141419, -82, 4);10;י;2675;(1, 2, 21, 5, 2675);703;(1, 2, 21, 2, 703);יהוה;1;2;ויפל יהוה אלהים תרדמה על האדם ויישן ויקח אחת מצלעתיו ויסגר בשר תחתנה
