(n,d,k);LetterGematriaNumberValue;Letter;LetterPositionIndex;LetterCoordinatesD5K;WordNumber;WordCoordinatesDWTK;Found in Word in Text;LetterPositionIndex In Word;WordNumberInVerse;Found In Verse
(66989, 60, 4);6;ו;29;(1, 1, 2, 1, 29);8;(1, 1, 2, 1, 8);והארץ;1;1;והארץ היתה תהו ובהו וחשך על פני תהום ורוח אלהים מרחפת על פני המים
(66989, 60, 4);10;י;89;(1, 1, 3, 9, 89);23;(1, 1, 3, 2, 23);אלהים;4;2;ויאמר אלהים יהי אור ויהי אור
(66989, 60, 4);6;ו;149;(1, 1, 5, 1, 149);40;(1, 1, 5, 1, 40);ויקרא;1;1;ויקרא אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד
(66989, 60, 4);5;ה;209;(1, 1, 6, 12, 209);55;(1, 1, 6, 3, 55);יהי;2;3;ויאמר אלהים יהי רקיע בתוך המים ויהי מבדיל בין מים למים
(66989, 60, 4);40;ם;269;(1, 1, 7, 28, 269);70;(1, 1, 7, 7, 70);המים;4;7;ויעש אלהים את הרקיע ויבדל בין המים אשר מתחת לרקיע ובין המים אשר מעל לרקיע ויהי כן
(66989, 60, 4);10;י;329;(1, 1, 8, 23, 329);85;(1, 1, 8, 5, 85);ויהי;4;5;ויקרא אלהים לרקיע שמים ויהי ערב ויהי בקר יום שני
(66989, 60, 4);2;ב;389;(1, 1, 9, 44, 389);101;(1, 1, 9, 11, 101);היבשה;3;11;ויאמר אלהים יקוו המים מתחת השמים אל מקום אחד ותראה היבשה ויהי כן
(66989, 60, 4);1;א;449;(1, 1, 11, 3, 449);116;(1, 1, 11, 1, 116);ויאמר;3;1;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(66989, 60, 4);90;ץ;509;(1, 1, 11, 63, 509);133;(1, 1, 11, 18, 133);הארץ;4;18;ויאמר אלהים תדשא הארץ דשא עשב מזריע זרע עץ פרי עשה פרי למינו אשר זרעו בו על הארץ ויהי כן
(66989, 60, 4);6;ו;569;(1, 1, 12, 54, 569);150;(1, 1, 12, 15, 150);וירא;1;15;ותוצא הארץ דשא עשב מזריע זרע למינהו ועץ עשה פרי אשר זרעו בו למינהו וירא אלהים כי טוב
(66989, 60, 4);40;מ;629;(1, 1, 14, 25, 629);165;(1, 1, 14, 6, 165);השמים;3;6;ויאמר אלהים יהי מארת ברקיע השמים להבדיל בין היום ובין הלילה והיו לאתת ולמועדים ולימים ושנים
(66989, 60, 4);200;ר;689;(1, 1, 15, 9, 689);177;(1, 1, 15, 2, 177);למאורת;5;2;והיו למאורת ברקיע השמים להאיר על הארץ ויהי כן
(66989, 60, 4);200;ר;749;(1, 1, 16, 32, 749);192;(1, 1, 16, 8, 192);המאור;5;8;ויעש אלהים את שני המארת הגדלים את המאור הגדל לממשלת היום ואת המאור הקטן לממשלת הלילה ואת הכוכבים
(66989, 60, 4);2;ב;809;(1, 1, 17, 13, 809);206;(1, 1, 17, 4, 206);ברקיע;1;4;ויתן אתם אלהים ברקיע השמים להאיר על הארץ
(66989, 60, 4);200;ר;869;(1, 1, 18, 40, 869);219;(1, 1, 18, 9, 219);וירא;3;9;ולמשל ביום ובלילה ולהבדיל בין האור ובין החשך וירא אלהים כי טוב
(66989, 60, 4);10;י;929;(1, 1, 20, 27, 929);235;(1, 1, 20, 7, 235);חיה;2;7;ויאמר אלהים ישרצו המים שרץ נפש חיה ועוף יעופף על הארץ על פני רקיע השמים
(66989, 60, 4);50;נ;989;(1, 1, 21, 30, 989);251;(1, 1, 21, 8, 251);נפש;1;8;ויברא אלהים את התנינם הגדלים ואת כל נפש החיה הרמשת אשר שרצו המים למינהם ואת כל עוף כנף למינהו וירא אלהים כי טוב
(66989, 60, 4);6;ו;1049;(1, 1, 22, 1, 1049);267;(1, 1, 22, 1, 267);ויברך;1;1;ויברך אתם אלהים לאמר פרו ורבו ומלאו את המים בימים והעוף ירב בארץ
(66989, 60, 4);10;י;1109;(1, 1, 23, 9, 1109);282;(1, 1, 23, 3, 282);ויהי;2;3;ויהי ערב ויהי בקר יום חמישי
(66989, 60, 4);40;מ;1169;(1, 1, 24, 47, 1169);297;(1, 1, 24, 12, 297);למינה;2;12;ויאמר אלהים תוצא הארץ נפש חיה למינה בהמה ורמש וחיתו ארץ למינה ויהי כן
(66989, 60, 4);40;מ;1229;(1, 1, 25, 51, 1229);313;(1, 1, 25, 14, 313);למינהו;2;14;ויעש אלהים את חית הארץ למינה ואת הבהמה למינה ואת כל רמש האדמה למינהו וירא אלהים כי טוב
(66989, 60, 4);40;ם;1289;(1, 1, 26, 42, 1289);326;(1, 1, 26, 9, 326);הים;3;9;ויאמר אלהים נעשה אדם בצלמנו כדמותנו וירדו בדגת הים ובעוף השמים ובבהמה ובכל הארץ ובכל הרמש הרמש על הארץ
(66989, 60, 4);90;צ;1349;(1, 1, 27, 18, 1349);341;(1, 1, 27, 5, 341);בצלמו;2;5;ויברא אלהים את האדם בצלמו בצלם אלהים ברא אתו זכר ונקבה ברא אתם
(66989, 60, 4);200;ר;1409;(1, 1, 28, 28, 1409);356;(1, 1, 28, 7, 356);פרו;2;7;ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל חיה הרמשת על הארץ
(66989, 60, 4);90;ץ;1469;(1, 1, 28, 88, 1469);371;(1, 1, 28, 22, 371);הארץ;4;22;ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל חיה הרמשת על הארץ
(66989, 60, 4);6;ו;1529;(1, 1, 29, 60, 1529);391;(1, 1, 29, 20, 391);בו;2;20;ויאמר אלהים הנה נתתי לכם את כל עשב זרע זרע אשר על פני כל הארץ ואת כל העץ אשר בו פרי עץ זרע זרע לכם יהיה לאכלה
(66989, 60, 4);90;ץ;1589;(1, 1, 30, 37, 1589);408;(1, 1, 30, 10, 408);הארץ;4;10;ולכל חית הארץ ולכל עוף השמים ולכל רומש על הארץ אשר בו נפש חיה את כל ירק עשב לאכלה ויהי כן
(66989, 60, 4);1;א;1649;(1, 1, 31, 28, 1649);428;(1, 1, 31, 9, 428);מאד;2;9;וירא אלהים את כל אשר עשה והנה טוב מאד ויהי ערב ויהי בקר יום הששי
(66989, 60, 4);2;ב;1709;(1, 2, 2, 16, 1709);443;(1, 2, 2, 4, 443);השביעי;3;4;ויכל אלהים ביום השביעי מלאכתו אשר עשה וישבת ביום השביעי מכל מלאכתו אשר עשה
(66989, 60, 4);40;ם;1769;(1, 2, 3, 15, 1769);457;(1, 2, 3, 4, 457);יום;3;4;ויברך אלהים את יום השביעי ויקדש אתו כי בו שבת מכל מלאכתו אשר ברא אלהים לעשות
(66989, 60, 4);40;ם;1829;(1, 2, 4, 14, 1829);472;(1, 2, 4, 3, 472);השמים;5;3;אלה תולדות השמים והארץ בהבראם ביום עשות יהוה אלהים ארץ ושמים
(66989, 60, 4);30;ל;1889;(1, 2, 5, 24, 1889);487;(1, 2, 5, 7, 487);וכל;3;7;וכל שיח השדה טרם יהיה בארץ וכל עשב השדה טרם יצמח כי לא המטיר יהוה אלהים על הארץ ואדם אין לעבד את האדמה
(66989, 60, 4);10;י;1949;(1, 2, 6, 4, 1949);505;(1, 2, 6, 2, 505);יעלה;1;2;ואד יעלה מן הארץ והשקה את כל פני האדמה
(66989, 60, 4);8;ח;2009;(1, 2, 7, 34, 2009);521;(1, 2, 7, 9, 521);ויפח;4;9;וייצר יהוה אלהים את האדם עפר מן האדמה ויפח באפיו נשמת חיים ויהי האדם לנפש חיה
(66989, 60, 4);5;ה;2069;(1, 2, 8, 32, 2069);538;(1, 2, 8, 10, 538);האדם;1;10;ויטע יהוה אלהים גן בעדן מקדם וישם שם את האדם אשר יצר
(66989, 60, 4);40;ם;2129;(1, 2, 9, 51, 2129);553;(1, 2, 9, 13, 553);החיים;5;13;ויצמח יהוה אלהים מן האדמה כל עץ נחמד למראה וטוב למאכל ועץ החיים בתוך הגן ועץ הדעת טוב ורע
(66989, 60, 4);5;ה;2189;(1, 2, 10, 40, 2189);569;(1, 2, 10, 10, 569);לארבעה;6;10;ונהר יצא מעדן להשקות את הגן ומשם יפרד והיה לארבעה ראשים
(66989, 60, 4);2;ב;2249;(1, 2, 12, 15, 2249);586;(1, 2, 12, 4, 586);טוב;3;4;וזהב הארץ ההוא טוב שם הבדלח ואבן השהם
(66989, 60, 4);10;י;2309;(1, 2, 14, 11, 2309);603;(1, 2, 14, 3, 603);השלישי;4;3;ושם הנהר השלישי חדקל הוא ההלך קדמת אשור והנהר הרביעי הוא פרת
(66989, 60, 4);50;נ;2369;(1, 2, 15, 22, 2369);618;(1, 2, 15, 6, 618);וינחהו;3;6;ויקח יהוה אלהים את האדם וינחהו בגן עדן לעבדה ולשמרה
(66989, 60, 4);40;מ;2429;(1, 2, 17, 2, 2429);634;(1, 2, 17, 1, 634);ומעץ;2;1;ומעץ הדעת טוב ורע לא תאכל ממנו כי ביום אכלך ממנו מות תמות
(66989, 60, 4);9;ט;2489;(1, 2, 18, 17, 2489);651;(1, 2, 18, 5, 651);טוב;1;5;ויאמר יהוה אלהים לא טוב היות האדם לבדו אעשה לו עזר כנגדו
(66989, 60, 4);400;ת;2549;(1, 2, 19, 32, 2549);667;(1, 2, 19, 9, 667);ואת;3;9;ויצר יהוה אלהים מן האדמה כל חית השדה ואת כל עוף השמים ויבא אל האדם לראות מה יקרא לו וכל אשר יקרא לו האדם נפש חיה הוא שמו
(66989, 60, 4);40;מ;2609;(1, 2, 19, 92, 2609);686;(1, 2, 19, 28, 686);שמו;2;28;ויצר יהוה אלהים מן האדמה כל חית השדה ואת כל עוף השמים ויבא אל האדם לראות מה יקרא לו וכל אשר יקרא לו האדם נפש חיה הוא שמו
